brand,week,cinema,digitaldisplayandsearch,digitalvideo,facebook,instagram,localtv,ooh,opentv,paytv,print,radio,tiktok,twitter,youtube
Brand A,2023-11-25,0.0,1.6537832496890386,1.3311424190350685,5.236900750334806,5.173650944523718,0.0,0.18137749343269616,0.0,0.0,0.0,0.0,0.0,0.0,2.1856979382498003
Brand A,2023-12-02,0.0,0.3723932768025425,0.27136752369749734,7.153661017497703,4.350120835425382,0.0,0.10171932061656457,0.0,0.0,0.0,0.0,0.0,0.0,1.850624141519331
Brand A,2023-12-09,0.0,4.035937695233768,2.118555060225637,19.91721232840178,4.185320657984369,0.0,0.013125073630456122,0.0,0.0,0.0,0.0,0.0,0.0,1.9792443544916214
Brand A,2023-12-16,0.0,4.035937695233768,2.118555060225637,19.428453216174045,5.060127832668109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9533273339281323
Brand A,2023-12-23,0.0,4.035937695233768,2.118555060225637,20.086898553525447,4.588269358279122,0.0,0.22471828933522303,0.0,0.0,0.0,0.0,0.0,0.0,1.6263641024304403
Brand A,2023-12-30,0.0,4.035937695233768,2.118555060225637,22.051207421916377,5.640743286554551,0.0,0.037453048232272454,0.0,0.0,0.0,0.0,0.0,0.0,1.7128409310248933
Brand A,2024-01-06,0.0,0.9202721169214011,0.5537823874855688,6.085508814631049,4.31750700599591,0.0,11.485577011548255,0.0,0.0,0.0,5.760060750653633,0.0,0.0,3.9979458257102105
Brand A,2024-01-13,0.0,2.488232392216255,1.6108236959533955,7.267501269245942,5.332116292380491,0.0,13.399839847718242,0.0,0.0,0.0,5.60764495264281,0.0,0.0,38.42199106682887
Brand A,2024-01-20,0.0,24.887750161905743,1.687455035906534,8.182129796368757,5.701288691003003,0.0,13.399839847718242,0.0,0.0,0.0,6.542252445993478,0.0,0.0,5.227202010390569
Brand A,2024-01-27,0.0,2.6112649394756104,1.8903659851066443,7.941979340639822,5.493912916100163,0.0,13.399839847718242,0.0,0.0,0.0,6.542252445993478,0.0,0.0,3.7717410056072196
Brand A,2024-02-03,0.0,2.4794810585750704,1.5531713814280248,6.397742519397126,4.7237793716152545,0.0,17.215442047241275,5.911690841247587,6.432818624607004,0.0,8.765295424278838,0.0,0.0,3.7236512765189853
Brand A,2024-02-10,0.0,1.559892285989491,0.8494073593327975,4.219062314421219,3.08888136051584,0.0,154.9494667742405,27.002279482581514,15.539048376933213,0.0,4.0116626026401585,0.0,0.0,2.570508886648332
Brand A,2024-02-17,0.0,1.3073430658221585,1.4464307732660522,1.7284853210085727,1.302973423019706,0.0,21.29330861202071,18.816095107736352,10.390300282001743,0.0,3.0620200423753983,0.0,0.0,0.9612782547000817
Brand A,2024-02-24,0.0,2.8786082840447627,1.041054701336002,1.4164576150130905,1.9272440279864782,0.0,21.29330861202071,19.118225243566215,10.224884514305677,0.0,3.0461694350657202,0.0,0.0,0.6921577103443451
Brand A,2024-03-02,0.0,2.9410803643404586,1.6401597067228855,1.4805453956111767,3.4134208242193975,0.0,18.238418124987565,14.914056969582557,5.854701125017897,0.0,6.233576041256555,0.0,0.0,0.6776949289807935
Brand A,2024-03-09,0.0,2.0332120413931105,1.5213492623008629,2.9056168011478167,5.701325106071133,0.0,16.369842207788096,16.628547350198666,9.529581819882075,0.0,2.6449480209502667,0.0,0.0,0.09712617969483624
Brand A,2024-03-16,0.0,3.2539726411035863,1.5563736903389975,1.5674522607769572,2.368364256204404,0.0,16.074112011433602,17.808629410180377,10.996337223803511,0.0,2.338930367146481,0.0,0.0,5.582661617963516
Brand A,2024-03-23,0.0,1.149117096093191,3.5608858239942256,0.3083767252326581,0.7104330647840146,0.0,16.074112011433602,2.56386489824982,1.5890564248865482,0.0,0.3434314956200548,0.0,0.0,0.1628214006149794
Brand A,2024-03-30,0.0,2.4698393700181196,3.4169855297769343,1.7398393013272868,2.1923880155975737,0.0,148.34145360307136,0.0,0.0,0.0,0.0,0.0,0.0,1.2969043700146132
Brand A,2024-04-06,0.0,5.153580403029592,2.8274643057546216,2.84234534429996,2.9583922065783703,0.0,2.0685595156968857,0.0,0.0,0.0,10.273229761977273,0.0,0.0,1.6443978132090178
Brand A,2024-04-13,0.0,3.872326837983704,2.116023744846743,3.1071783808935027,2.103193557697808,0.0,0.0,0.0,0.0,0.0,0.5427091067665716,0.0,0.0,0.2164456064292985
Brand A,2024-04-20,0.0,4.126953489385838,2.842329559417839,5.955040757542189,5.352443324999726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3719212800194254
Brand A,2024-04-27,0.0,3.896546443079097,3.1116642873839138,4.064589378171626,7.243761191560321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.535962572425762
Brand A,2024-05-04,0.0,3.2855356974387724,2.6421186615709598,3.68480221466971,6.704544608319308,0.0,0.0,0.0,0.0,0.0,2.9920032825170257,0.0,0.0,0.18003048391560636
Brand A,2024-05-11,0.0,0.7513122321463879,0.24615491740337392,2.068522991546033,2.6958633544119133,0.0,0.0,0.0,0.0,0.0,0.4986672136021154,0.0,0.0,0.6534239538916929
Brand A,2024-05-18,0.0,7.796128353247767,0.0,1.8114397868973164,2.4290103588836836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0731852959857777
Brand A,2024-05-25,0.0,11.633069369170391,0.0,3.636986077797337,28.930165470701013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1776046018921729
Brand A,2024-06-01,0.0,10.419579262142946,0.0,5.048070320256236,3.9040122788091987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1772351171383708
Brand A,2024-06-08,0.0,3.8316220869589115,1.5599962186354548,2.920241218364635,2.1298957063216695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.603691844793311
Brand A,2024-06-15,0.0,3.285882321032659,1.9057412892050505,3.5157846479705857,2.5125230559331597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4852855031700511
Brand A,2024-06-22,0.0,3.2347113641978162,1.8569295645815254,3.6261317125215613,2.928893759680319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3063168747837532
Brand A,2024-06-29,0.0,3.1773076107051135,1.8468481171047597,4.958119974250486,9.317580992977362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.788933535029463
Brand A,2024-07-06,0.0,2.279379512579071,1.5822774742432617,3.9352015883258042,2.328242027528052,0.0,0.0,0.0,0.0,0.0,0.5492704682817555,0.0,0.0,0.8474185397963029
Brand A,2024-07-13,0.0,2.2540152202875037,1.9485743431873637,4.281455435253872,2.5105400670479137,0.0,0.0,0.0,0.0,0.0,0.6408155463517696,0.0,0.0,0.7955562540459706
Brand A,2024-07-20,0.0,0.8260059728551629,0.1710301635646944,3.8992015411726326,2.696098744962743,0.0,0.0,0.0,0.0,0.0,0.6408155463517696,0.0,0.0,0.7801691318441512
Brand A,2024-07-27,0.0,2.1136577152282174,1.7755763304183632,2.7250036408965865,2.195426532823439,0.0,0.0,0.0,0.0,0.0,0.6408155463517696,0.0,0.0,0.7531473246763637
Brand A,2024-08-03,0.0,0.9886184981006282,0.8599709374445142,1.9314749778736986,0.9265126432196007,0.0,0.0,0.0,0.0,0.0,0.6159855762033507,0.0,0.0,0.3364102517764899
Brand A,2024-08-10,0.0,0.24122893571794507,0.12304909338192878,1.927832826993375,2.050128057136837,0.0,0.0,0.0,0.0,0.0,0.7479822209729721,0.0,0.0,0.057058235899171895
Brand A,2024-08-17,0.0,1.2843545428217156,1.3409182784174731,12.23448450081616,8.93288506313095,0.0,0.0,0.0,0.0,0.0,0.7699816617900731,0.0,0.0,1.0651689030918756
Brand A,2024-08-24,0.0,2.831066644964506,2.2492951054435864,12.017970093175125,8.328411921791897,0.0,0.0,0.0,0.0,0.0,0.7699816617900731,0.0,0.0,1.1123119254667742
Brand A,2024-08-31,0.0,3.1105139067234333,2.589614513381171,9.199662018741158,11.002995103026144,0.0,0.0,0.0,0.0,0.0,0.7699816617900731,0.0,0.0,1.1147893535061622
Brand A,2024-09-07,0.0,3.05845194308242,6.5868085616367935,7.849104242765088,9.679547468425085,0.0,0.0,0.0,0.0,0.0,12.555954963174,0.0,0.0,0.43606995772603724
Brand A,2024-09-14,0.0,2.6087121652368017,1.1002005180726435,6.979813540446516,9.257075797421916,0.0,0.0,0.0,0.0,0.0,0.42236773876205913,0.0,0.0,0.9460965299010566
Brand A,2024-09-21,0.0,4.928523164670215,0.08707160978690481,9.788655816994286,10.331252464722814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19516553550291613
Brand A,2024-09-28,0.0,3.453513185759972,0.0,9.623425853648623,9.765653128194634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2024-10-05,0.0,3.9175316947348766,0.0,4.989508939635928,5.296996398247131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2024-10-12,0.0,2.635408054834698,10.784693941837132,4.745099482246425,3.9276324780977108,0.0,0.0,0.0,0.0,0.0,2.449237293867553,0.0,0.0,0.0
Brand A,2024-10-19,0.0,1.4484400663954324,1.2870544270472792,4.993711837597578,3.9557726288740414,0.0,0.0,0.0,0.0,0.0,0.40820621564459236,0.0,0.0,0.0
Brand A,2024-10-26,0.0,2.3016145993455583,0.6046015678157104,4.79315143177154,4.002109562546474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2024-11-02,0.0,1.680802226115488,0.5580145403612438,5.2612296518286845,3.945779856384865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2024-11-09,0.0,0.0781866330243722,0.027285433941703248,0.9511428454359816,0.9871551688193815,0.0,0.0,0.0,0.0,0.0,2.3850383103675417,0.0,0.0,0.0
Brand A,2024-11-16,0.0,2.2242991852663594,1.1825177814317558,42.29254944115465,4.60801544966366,0.0,0.0,0.0,0.0,0.0,0.39750638506125674,0.0,0.0,0.0
Brand A,2024-11-23,0.0,2.0558415850619,1.0711243592656379,4.171282955914548,3.9981125116762155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2024-11-30,0.0,1.4246550038096,1.414850410562723,4.576945752433716,3.6934870998208114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2024-12-07,0.0,1.6176701632442103,1.4337767731947382,3.8656389007365033,2.675755725987491,0.0,0.0,0.0,0.0,0.0,2.328535100418001,0.0,0.0,0.0
Brand A,2024-12-14,0.0,3.2735115668641463,1.6611269519492189,7.063007724906048,3.337013080235906,0.0,0.0,0.0,0.0,0.0,0.3880891834030006,0.0,0.0,0.0
Brand A,2024-12-21,0.0,3.278043248952454,1.6611735431665025,5.778550620756682,3.027073797370903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2024-12-28,0.0,3.5640906039606804e-06,1.2061478892573399e-05,0.07063146209968915,0.07411708028434436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2025-01-04,0.0,2.212014461143624,1.0660659170393125,5.496147897196324,3.8946621303561875,0.0,6.890844751474374,0.0,0.0,0.0,0.42136982351972063,0.0,0.0,0.0
Brand A,2025-01-11,0.0,1.366209603158797,0.5703237771526438,2.5518857634852448,1.7590872885976132,0.0,7.756664438724095,0.0,0.0,0.0,0.47431402737124134,0.0,0.0,0.0
Brand A,2025-01-18,0.0,0.6742963769257948,0.33386507851759817,1.189064595152473,1.0023702578892795,0.0,7.756664438724095,0.0,0.0,0.0,0.47431402737124134,0.0,0.0,0.0
Brand A,2025-01-25,0.0,0.6277363477449345,0.2623610339913322,2.025023837761889,0.9970078502684792,0.0,7.756664438724095,15.692382861924223,7.093507320612509,0.0,0.47431402737124134,0.0,0.0,0.0
Brand A,2025-02-01,0.0,0.5256805264892603,0.21207362497237814,2.982079118447567,1.07203346610274,0.0,7.588870860307676,18.201640681790444,8.519047144601736,0.0,0.4640535799102924,0.0,0.0,0.004217001553981826
Brand A,2025-02-08,0.0,0.4000505481974399,0.16032191947164043,2.952097675749139,1.112720677398602,0.0,9.01554951336219,16.090397161395977,7.873393356541473,0.0,0.5634936327482127,0.0,0.0,0.8320522530610119
Brand A,2025-02-15,0.0,0.41499101131626365,0.15336381118893785,2.3009863395130976,0.6600766736486741,0.0,60.12886303496838,10.796960124161108,5.762400765260292,0.0,0.5800669748878658,0.0,0.0,0.9380452950120357
Brand A,2025-02-22,0.0,0.4130205083606233,0.15077331357110935,2.5287821885082447,0.3862059790876571,0.0,9.253329289282485,9.993145935304508,5.351771157039989,0.0,2.4062628814794143,0.3035923660474948,0.0,1.042346463763173
Brand A,2025-03-01,0.0,0.5383913508258195,0.012700648665887668,2.6361294366222943,0.46443792062318384,0.0,1.2120732982277744,1.564139548290924,0.6328885662380693,0.0,0.39645629972613333,0.4717706104087669,0.0,0.9636462056583245
Brand A,2025-03-08,0.0,1.1512718795753394,0.0,1.989604028895116,1.0310591128951916,0.0,17.0032156257793,8.426766932550812,4.638473500847322,0.0,2.796827550971762,0.4632341193074912,0.0,1.3802457277254343
Brand A,2025-03-15,0.0,0.46335984511450784,0.0,1.629372434656362,0.9922861851906206,0.0,18.422999381926378,10.255727850097504,5.191614967353533,0.0,2.3193210338090533,0.5188263643001122,0.0,1.3562588813663958
Brand A,2025-03-22,0.0,0.4967308233159917,0.0,3.61967182508584,3.053253041451277,0.0,18.422999381926378,9.539717072699505,5.100830550759413,0.0,24.271800744527066,0.8759517924514869,0.0,1.4719155999700093
Brand A,2025-03-29,0.0,1.1229275782318866,0.7248630801586211,7.3894153998857695,4.627284468283955,0.0,18.422999381926378,1.3368429395076646,0.724471272966104,0.0,5.91124652864964,1.7226527619698981,0.44273289600093274,1.1638047746034605
Brand A,2025-04-05,0.0,1.0718905860295453,0.7709221251080974,6.879116645164576,3.465886551616786,0.0,89.28152711644552,0.0,0.0,0.0,0.3083761459351323,1.6927817199193231,0.9087633723852147,1.087776312765559
Brand A,2025-04-12,0.0,1.1220748050920042,0.6271048310631331,4.133330901922132,3.9706493823954956,0.0,11.326016910172418,0.0,0.0,0.0,0.0,5.467656101866233,0.7550895962878261,0.462490878327576
Brand A,2025-04-19,0.0,0.11506953337305595,0.05765682123367251,0.19660353256335622,0.19938746261245288,0.0,11.36603116928356,0.0,0.0,0.0,0.0,0.15329499511744624,0.13416434818315043,0.046897951985281884
Brand A,2025-04-26,0.0,0.0,0.0,0.0,0.0,0.0,11.36603116928356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2025-05-03,0.0,0.0,0.0,0.0,0.0,0.0,9.993741035159065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2025-05-10,0.0,0.0,0.0,0.0,0.0,0.0,6.568788330768279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2025-05-17,0.0,0.0,0.0,0.0,0.0,0.0,6.027539854152015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2025-05-24,0.0,0.0,0.0,0.0,0.0,0.0,6.027539854152015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2025-05-31,0.0,0.0,0.0,0.0,0.0,0.0,6.027539854152015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2025-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.8483425782719607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brand A,2025-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934193474568434,0.0,0.0,0.0
Brand A,2025-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934193474568434,0.0,0.0,0.0
Brand A,2025-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934193474568434,0.0,0.0,0.0
Brand A,2025-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934193474568434,0.0,0.0,0.0
Brand B,2023-01-07,0.0,2.1418900512202907,2.6224501364649013,3.9671366852830667,2.736327714878795,6.111803974184877,0.0,22.040840369085483,2.069249429039743,0.0,4.501569879683822,0.0,0.0,0.0
Brand B,2023-01-14,0.0,2.44525199472505,2.5149873561173086,4.151981650264011,4.999081704355152,6.111803974184877,0.0,19.818434855989224,27.41772878781827,0.0,4.501569879683822,0.0,0.0,5.646852304872156
Brand B,2023-01-21,0.0,2.5417007281540522,2.836122451339931,3.2528671223370167,5.660682539338509,6.111803974184877,0.0,27.621163493870107,15.194917824019036,0.0,4.501569879683822,0.0,0.0,5.967044045045746
Brand B,2023-01-28,0.0,2.2293514933682963,2.83087596426609,6.713460381426623,8.325956520042771,6.111803974184877,0.0,330.3842638661677,16.143928023399745,0.0,4.501569879683822,0.0,0.0,4.039639267886144
Brand B,2023-02-04,0.0,2.52251019031975,2.4841355639771967,4.077779116832323,6.56329276892544,0.0,0.0,25.18536027588807,12.564141170561404,0.0,0.0,0.0,0.0,4.186976752807695
Brand B,2023-02-11,0.0,8.343256137654828,2.5408805651940125,6.403277835893747,7.95577509231157,15.363271793295498,0.0,22.73878783477826,12.395745109503176,0.0,14.85170421615687,0.0,0.0,8.74566960727979
Brand B,2023-02-18,0.0,1.988446637792346,2.51654861714654,8.974823791903209,10.00298825770094,15.363271793295498,0.0,20.855308600187968,14.18166364720882,0.0,14.85170421615687,0.0,0.0,10.047683981143251
Brand B,2023-02-25,0.0,3.188985439557954,2.196011810527855,8.644386131094414,10.161279778294029,15.363271793295498,0.0,15.268668379522001,15.972890278033619,0.0,14.85170421615687,0.0,0.0,5.259386432220039
Brand B,2023-03-04,0.0,2.233709066679081,2.2577606046696124,3.5447517509577615,13.241606867947361,14.408327919889878,0.0,15.68269225965815,7.82851077588884,0.0,13.928558147944942,0.0,0.0,4.9341542307733945
Brand B,2023-03-11,0.0,1.7761719650512957,2.327544380877669,1.738821092359336,2.8796154656971074,9.367193114692459,0.0,18.431672481469136,7.472805411645105,0.0,11.013513549387136,0.0,0.0,1.4734623041581327
Brand B,2023-03-18,0.0,1.8734315371527024,19.035199757343538,4.513479053278227,5.356889920731753,9.367193114692459,0.0,13.71072546039819,11.556400249415393,0.0,11.013513549387136,0.0,0.0,0.2710215668905448
Brand B,2023-03-25,0.0,1.6926729515423078,2.3543845526330744,7.047958036775075,6.905610280685883,9.367193114692459,0.0,16.5011976672782,8.87779190361154,0.0,11.013513549387136,0.0,0.0,7.181660968904672
Brand B,2023-04-01,0.0,5.771799870987628,3.4041883002193134,5.388485995254904,6.7243383471446405,15.300747178885585,0.0,23.054494581917044,23.091303624447978,0.0,18.70956364313234,0.0,0.0,6.627140444769488
Brand B,2023-04-08,0.0,1.4455206102181104,2.377956974126252,3.8961331909519963,4.230266297128052,1.4361522626418195,0.0,9.505277697476695,5.345700645307879,0.0,2.148384617145699,0.0,0.0,3.015231112488857
Brand B,2023-04-15,0.0,1.8682283561577586,3.5844098790955727,5.574995591046278,5.748654539105307,0.5721844108075933,0.0,8.9691912406001,7.092835415316048,0.0,1.477696393876213,0.0,0.0,2.7965160777273868
