week,brand,subchannel,region,volume_hl,net_revenue_adj_CPI
2021-01-09,Brand A,Subchannel A,Region A,91.85503350990615,19.48714749760993
2021-01-16,Brand A,Subchannel A,Region A,96.69940052899464,17.217978923530225
2021-01-23,Brand A,Subchannel A,Region A,70.12269193256519,14.679660390051925
2021-01-30,Brand A,Subchannel A,Region A,19.229185607018007,4.282234475175368
2021-02-06,Brand A,Subchannel A,Region A,54.571811365146296,14.10564384114131
2021-02-13,Brand A,Subchannel A,Region A,36.5662711238086,7.3342782070958314
2021-02-20,Brand A,Subchannel A,Region A,58.21281351936015,11.071941810650847
2021-02-27,Brand A,Subchannel A,Region A,119.48779811863714,19.567876102793235
2021-03-06,Brand A,Subchannel A,Region A,50.745872934053125,10.78105671863122
2021-03-13,Brand A,Subchannel A,Region A,63.820674258769415,13.10597025265008
2021-03-20,Brand A,Subchannel A,Region A,79.17914779061873,15.46595515788647
2021-03-27,Brand A,Subchannel A,Region A,73.42322730466239,16.318705961695912
2021-04-03,Brand A,Subchannel A,Region A,81.84344688045974,17.3823378652748
2021-04-10,Brand A,Subchannel A,Region A,74.41268283957636,15.98943775628287
2021-04-17,Brand A,Subchannel A,Region A,61.30656032723355,12.977870471570863
2021-04-24,Brand A,Subchannel A,Region A,47.68796540466643,10.738485980546406
2021-05-01,Brand A,Subchannel A,Region A,89.17912101750213,15.150755190079167
2021-05-08,Brand A,Subchannel A,Region A,60.40011039398488,13.663605751143193
2021-05-15,Brand A,Subchannel A,Region A,41.133370543005576,10.414444567888346
2021-05-22,Brand A,Subchannel A,Region A,36.90297707254711,8.347310474030161
2021-05-29,Brand A,Subchannel A,Region A,13.00629179485372,2.7460462787174897
2021-06-05,Brand A,Subchannel A,Region A,47.30793669173438,10.195059523861815
2021-06-12,Brand A,Subchannel A,Region A,23.70653728755387,5.329995886445421
2021-06-19,Brand A,Subchannel A,Region A,21.450991786904414,4.954797398197613
2021-06-26,Brand A,Subchannel A,Region A,36.17296813265847,7.436646611341675
2021-07-03,Brand A,Subchannel A,Region A,36.8322594053198,7.907199654069462
2021-07-10,Brand A,Subchannel A,Region A,63.290648111027515,14.60192251290462
2021-07-17,Brand A,Subchannel A,Region A,113.37585207288235,24.086423274169935
2021-07-24,Brand A,Subchannel A,Region A,90.11366583969188,20.703855203592187
2021-07-31,Brand A,Subchannel A,Region A,207.6521686559148,40.04345862063909
2021-08-07,Brand A,Subchannel A,Region A,46.960374597914466,10.168002534550356
2021-08-14,Brand A,Subchannel A,Region A,169.97858346081824,40.09044336268884
2021-08-21,Brand A,Subchannel A,Region A,91.21134555948319,22.956023314143707
2021-08-28,Brand A,Subchannel A,Region A,66.97616618723197,13.366274242248982
2021-09-04,Brand A,Subchannel A,Region A,109.59158825734498,25.526299700727392
2021-09-11,Brand A,Subchannel A,Region A,83.75813742498904,18.331821107652985
2021-09-18,Brand A,Subchannel A,Region A,214.42521639242852,50.71780824162417
2021-09-25,Brand A,Subchannel A,Region A,84.45953603176675,22.574146412094542
2021-10-02,Brand A,Subchannel A,Region A,268.4383721861973,59.434077883418816
2021-10-09,Brand A,Subchannel A,Region A,311.73751503715823,78.2273104313918
2021-10-16,Brand A,Subchannel A,Region A,364.46968071061593,91.6821651440239
2021-10-23,Brand A,Subchannel A,Region A,195.04585517236958,47.559439767647824
2021-10-30,Brand A,Subchannel A,Region A,89.35167390731843,21.98771825416619
2021-11-06,Brand A,Subchannel A,Region A,564.2550577400796,153.90494695355648
2021-11-13,Brand A,Subchannel A,Region A,318.08550905808954,87.87876358711293
2021-11-20,Brand A,Subchannel A,Region A,180.23058979561046,42.32451600765638
2021-11-27,Brand A,Subchannel A,Region A,228.1184075405038,56.244834387635905
2021-12-04,Brand A,Subchannel A,Region A,576.3729146935525,145.233473252799
2021-12-11,Brand A,Subchannel A,Region A,981.1871740997823,252.77594381717964
2021-12-18,Brand A,Subchannel A,Region A,363.1531132762617,89.0694894440554
2021-12-25,Brand A,Subchannel A,Region A,372.118235821493,77.85154930129691
2022-01-01,Brand A,Subchannel A,Region A,125.59732603125477,28.24941782891209
2022-01-08,Brand A,Subchannel A,Region A,96.76140655342215,26.470417551887536
2022-01-15,Brand A,Subchannel A,Region A,222.921393984501,48.845806864769266
2022-01-22,Brand A,Subchannel A,Region A,186.62515196994428,45.53379544055744
2022-01-29,Brand A,Subchannel A,Region A,185.89856659749705,43.8393898417906
2022-02-05,Brand A,Subchannel A,Region A,178.74728147562348,42.94878902519749
2022-02-12,Brand A,Subchannel A,Region A,154.01369940989824,36.1368743515144
2022-02-19,Brand A,Subchannel A,Region A,414.140998913873,124.92393333152954
2022-02-26,Brand A,Subchannel A,Region A,67.52738599921527,16.478100465797127
2022-03-05,Brand A,Subchannel A,Region A,42.81737436806304,11.491100160531564
2022-03-12,Brand A,Subchannel A,Region A,69.08593644079819,16.10696852197966
2022-03-19,Brand A,Subchannel A,Region A,122.87616263165617,27.043123933324583
2022-03-26,Brand A,Subchannel A,Region A,38.985524237801854,11.709759557884823
2022-04-02,Brand A,Subchannel A,Region A,18.011528302604766,4.940597978005518
2022-04-09,Brand A,Subchannel A,Region A,63.41795963891218,16.826463428864496
2022-04-16,Brand A,Subchannel A,Region A,16.698100198967943,4.438390131097674
2022-04-23,Brand A,Subchannel A,Region A,78.86734861318658,20.763216992355545
2022-04-30,Brand A,Subchannel A,Region A,47.9164535320365,12.48380306402416
2022-05-07,Brand A,Subchannel A,Region A,11.634911221547355,2.985315535429798
2022-05-14,Brand A,Subchannel A,Region A,27.993581890244055,7.676002971681741
2022-05-21,Brand A,Subchannel A,Region A,22.03962902742092,5.472383250032487
2022-05-28,Brand A,Subchannel A,Region A,69.56689039463896,18.21768023780038
2022-06-04,Brand A,Subchannel A,Region A,51.02038195311645,10.171723110595094
2022-06-11,Brand A,Subchannel A,Region A,44.53895789111477,12.48071505525067
2022-06-18,Brand A,Subchannel A,Region A,53.62719310938969,17.17978955046876
2022-06-25,Brand A,Subchannel A,Region A,36.93717456590439,10.064983894912894
2022-07-02,Brand A,Subchannel A,Region A,16.157583807868654,4.4295864620711205
2022-07-09,Brand A,Subchannel A,Region A,204.6599707127589,56.74611098280559
2022-07-16,Brand A,Subchannel A,Region A,270.8969645082171,76.50356348585231
2022-07-23,Brand A,Subchannel A,Region A,323.4156344797506,87.0481183276857
2022-07-30,Brand A,Subchannel A,Region A,45.214380657200124,10.359177399010273
2022-08-06,Brand A,Subchannel A,Region A,208.38599570075516,56.54587359209057
2022-08-13,Brand A,Subchannel A,Region A,534.5097483881848,144.4570860722366
2022-08-20,Brand A,Subchannel A,Region A,259.7610796039527,69.82519703063474
2022-08-27,Brand A,Subchannel A,Region A,252.1557963492025,71.38874615351837
2022-09-03,Brand A,Subchannel A,Region A,47.64409537876305,11.215744213902834
2022-09-10,Brand A,Subchannel A,Region A,31.343205365013095,7.339660075677722
2022-09-17,Brand A,Subchannel A,Region A,70.01239960750529,14.38507802368755
2022-09-24,Brand A,Subchannel A,Region A,129.32780547502887,31.37678454662536
2022-10-01,Brand A,Subchannel A,Region A,257.8085643663619,57.37142097310481
2022-10-08,Brand A,Subchannel A,Region A,69.23178804998048,16.129215833102936
2022-10-15,Brand A,Subchannel A,Region A,176.99398222743415,47.43185273539626
2022-10-22,Brand A,Subchannel A,Region A,346.5644866309364,76.25449063009397
2022-10-29,Brand A,Subchannel A,Region A,81.26448217248874,19.11293256795806
2022-11-05,Brand A,Subchannel A,Region A,199.6169540565036,49.717238249583005
2022-11-12,Brand A,Subchannel A,Region A,194.88104030858958,51.51983517117648
2022-11-19,Brand A,Subchannel A,Region A,390.4668391563157,108.59681260985658
2022-11-26,Brand A,Subchannel A,Region A,268.11598413103104,71.81976633383498
2022-12-03,Brand A,Subchannel A,Region A,142.0843486614358,37.910115376489856
2022-12-10,Brand A,Subchannel A,Region A,122.21524866439012,30.528553363604765
2022-12-17,Brand A,Subchannel A,Region A,361.5391578894583,92.2218791988101
2022-12-24,Brand A,Subchannel A,Region A,541.2106498498689,109.62194134108822
2022-12-31,Brand A,Subchannel A,Region A,246.82215827098454,59.57169476967508
2023-01-07,Brand A,Subchannel A,Region A,410.6133881132375,104.52027775147722
2023-01-14,Brand A,Subchannel A,Region A,282.65545506005816,54.529610274663376
2023-01-21,Brand A,Subchannel A,Region A,699.2076508864691,171.76586902361953
2023-01-28,Brand A,Subchannel A,Region A,506.0012314100227,127.54710732179547
2023-02-04,Brand A,Subchannel A,Region A,308.7893652981375,70.12156205599703
2023-02-11,Brand A,Subchannel A,Region A,222.60048226324844,50.30887120681767
2023-02-18,Brand A,Subchannel A,Region A,228.90353718888963,57.71525647110905
2023-02-25,Brand A,Subchannel A,Region A,307.3514033379696,64.18276830670824
2023-03-04,Brand A,Subchannel A,Region A,313.0720063531159,65.82767503398682
2023-03-11,Brand A,Subchannel A,Region A,144.0656905914187,28.995702744677597
2023-03-18,Brand A,Subchannel A,Region A,257.4483261640993,57.70635091268372
2023-03-25,Brand A,Subchannel A,Region A,328.7906989967025,80.562663894091
2023-04-01,Brand A,Subchannel A,Region A,371.6082006349312,65.19260512903085
2023-04-08,Brand A,Subchannel A,Region A,98.25778551936232,23.849871856157296
2023-04-15,Brand A,Subchannel A,Region A,104.79285395594631,26.448368328084992
2023-04-22,Brand A,Subchannel A,Region A,303.1444243961319,66.15999158100392
2023-04-29,Brand A,Subchannel A,Region A,172.20607861708322,29.93335855990205
2023-05-06,Brand A,Subchannel A,Region A,26.687408186016985,5.514545099809253
2023-05-13,Brand A,Subchannel A,Region A,185.57746397099746,37.69746333069315
2023-05-20,Brand A,Subchannel A,Region A,13.345040429741843,2.5594084471731158
2023-05-27,Brand A,Subchannel A,Region A,128.22819124872834,38.198874343504094
2023-06-03,Brand A,Subchannel A,Region A,39.98577864622353,8.99119346886512
2023-06-10,Brand A,Subchannel A,Region A,96.30015402113466,22.715552342035256
2023-06-17,Brand A,Subchannel A,Region A,66.50023940491126,18.288342869039436
2023-06-24,Brand A,Subchannel A,Region A,92.32031414291718,22.99290707993686
2023-07-01,Brand A,Subchannel A,Region A,351.23978159922297,77.79210151268242
2023-07-08,Brand A,Subchannel A,Region A,193.15851498631622,46.96539485228095
2023-07-15,Brand A,Subchannel A,Region A,58.947404185191644,13.697732198386118
2023-07-22,Brand A,Subchannel A,Region A,47.2788554590133,9.794534760812239
2023-07-29,Brand A,Subchannel A,Region A,105.24166582959585,27.014096619117435
2023-08-05,Brand A,Subchannel A,Region A,53.69547355295569,9.753198978850335
2023-08-12,Brand A,Subchannel A,Region A,40.435895039065855,7.145458397179408
2023-08-19,Brand A,Subchannel A,Region A,61.552179018823594,11.615140177739697
2023-08-26,Brand A,Subchannel A,Region A,111.61510115652686,30.667052641375335
2023-09-02,Brand A,Subchannel A,Region A,174.78243402285258,44.85935731969022
2023-09-09,Brand A,Subchannel A,Region A,437.2720268784385,134.16845286474154
2023-09-16,Brand A,Subchannel A,Region A,233.1140542413159,73.79485227575314
2023-09-23,Brand A,Subchannel A,Region A,523.799264010704,173.42101247501836
2023-09-30,Brand A,Subchannel A,Region A,692.4746009810918,225.5120345910186
2023-10-07,Brand A,Subchannel A,Region A,86.31498231445082,24.48254935817282
2023-10-14,Brand A,Subchannel A,Region A,87.24503449981447,24.03396276238896
2023-10-21,Brand A,Subchannel A,Region A,168.57899345542162,48.460842703103786
2023-10-28,Brand A,Subchannel A,Region A,939.5969004823879,300.49674973133443
2023-11-04,Brand A,Subchannel A,Region A,202.9632303259316,50.22512861106309
2023-11-11,Brand A,Subchannel A,Region A,293.06045286029564,83.56546016461006
2023-11-18,Brand A,Subchannel A,Region A,369.18565122366175,106.13391579476362
2023-11-25,Brand A,Subchannel A,Region A,500.40444317497423,154.01799636495042
2023-12-02,Brand A,Subchannel A,Region A,164.31887921966256,41.25327915239003
2023-12-09,Brand A,Subchannel A,Region A,46.88814877923095,14.416516290125001
2023-12-16,Brand A,Subchannel A,Region A,320.3968243450769,97.04804129922084
2023-12-23,Brand A,Subchannel A,Region A,283.5584559718332,75.82651149292236
2023-12-30,Brand A,Subchannel A,Region A,992.5361474414419,277.9734485970038
2024-01-06,Brand A,Subchannel A,Region A,6.152112509854381,1.5605286554626165
2024-01-13,Brand A,Subchannel A,Region A,632.9930184590213,165.89782154953284
2024-01-20,Brand A,Subchannel A,Region A,178.7311308916747,53.497516824172465
2024-01-27,Brand A,Subchannel A,Region A,42.83295223626897,14.462216153518296
2024-02-03,Brand A,Subchannel A,Region A,131.2690700300271,32.98900903841724
2024-02-10,Brand A,Subchannel A,Region A,45.45329221109033,11.014448790463163
2024-02-17,Brand A,Subchannel A,Region A,4.643833783478482,1.118073510539272
2024-02-24,Brand A,Subchannel A,Region A,197.56673987668836,57.87835063469661
2024-03-02,Brand A,Subchannel A,Region A,735.2520125173132,209.6329083192876
2024-03-09,Brand A,Subchannel A,Region A,120.96483201948564,30.68616848876082
2024-03-16,Brand A,Subchannel A,Region A,477.6296571294878,133.23763682460992
2024-03-23,Brand A,Subchannel A,Region A,261.70472411103793,81.9113346921957
2024-03-30,Brand A,Subchannel A,Region A,213.88154688298928,56.40754946744002
2024-04-06,Brand A,Subchannel A,Region A,12.510529957305195,2.9889495273140865
2024-04-13,Brand A,Subchannel A,Region A,99.12499169720832,23.85947677110016
2024-04-20,Brand A,Subchannel A,Region A,143.13434025037122,35.905519105761634
2024-04-27,Brand A,Subchannel A,Region A,65.79660402498224,17.438330352582835
2024-05-04,Brand A,Subchannel A,Region A,72.62389430585415,9.688016971843986
2024-05-11,Brand A,Subchannel A,Region A,45.60903271209999,11.012546368027627
2024-05-18,Brand A,Subchannel A,Region A,37.331540262932826,8.009982223660874
2024-05-25,Brand A,Subchannel A,Region A,81.42587346882806,21.54357228869154
2024-06-01,Brand A,Subchannel A,Region A,562.8500269351263,148.67528306120664
2024-06-08,Brand A,Subchannel A,Region A,4.264759596784482,0.8249498115801068
2024-06-15,Brand A,Subchannel A,Region A,55.06582960143328,15.875731033936727
2024-06-22,Brand A,Subchannel A,Region A,230.63646684715772,65.73708407117485
2024-06-29,Brand A,Subchannel A,Region A,512.8208123006449,132.53729977448523
2024-07-06,Brand A,Subchannel A,Region A,2.357170727466697,0.48911530233447736
2024-07-13,Brand A,Subchannel A,Region A,55.281043450585386,13.626444699902416
2024-07-20,Brand A,Subchannel A,Region A,91.79477745024788,24.97044618822738
2024-07-27,Brand A,Subchannel A,Region A,126.76345164582669,34.045422132355526
2024-08-03,Brand A,Subchannel A,Region A,53.6405373861985,12.497502385437421
2024-08-10,Brand A,Subchannel A,Region A,54.63415465551127,13.582655842106826
2024-08-17,Brand A,Subchannel A,Region A,113.97357640318502,22.437595290864678
2024-08-24,Brand A,Subchannel A,Region A,45.57444068123101,11.856306575280772
2024-08-31,Brand A,Subchannel A,Region A,250.04818332493565,54.673248280961694
2024-09-07,Brand A,Subchannel A,Region A,15.276237914682104,3.8966620365876805
2024-09-14,Brand A,Subchannel A,Region A,64.81558650201251,16.49812546726114
2024-09-21,Brand A,Subchannel A,Region A,68.59719355285382,16.660440881796557
2024-09-28,Brand A,Subchannel A,Region A,681.9938201610576,168.76489351196838
2024-10-05,Brand A,Subchannel A,Region A,17.990808719729564,4.253187842744491
2024-10-12,Brand A,Subchannel A,Region A,275.00983670823973,67.42800438749987
2024-10-19,Brand A,Subchannel A,Region A,155.94007335558263,42.82287582084931
2024-10-26,Brand A,Subchannel A,Region A,57.63071796532875,12.816446857578851
2024-11-02,Brand A,Subchannel A,Region A,230.39574805692402,46.88539900455886
2024-11-09,Brand A,Subchannel A,Region A,100.75887334950335,23.812105881319294
2024-11-16,Brand A,Subchannel A,Region A,247.21688668798413,53.81825570057474
2024-11-23,Brand A,Subchannel A,Region A,503.3213926330259,119.51645553873098
2024-11-30,Brand A,Subchannel A,Region A,26.059769003411315,5.45112483491104
2024-12-07,Brand A,Subchannel A,Region A,89.68265269862891,24.300368502624707
2024-12-14,Brand A,Subchannel A,Region A,114.83039097205277,27.851553604045222
2024-12-21,Brand A,Subchannel A,Region A,127.37217848190123,31.98345452746769
2024-12-28,Brand A,Subchannel A,Region A,274.03864126026076,58.391577079532034
2025-01-04,Brand A,Subchannel A,Region A,107.83860718456769,23.243462590194415
2025-01-11,Brand A,Subchannel A,Region A,92.41795581356739,21.841209314190923
2025-01-18,Brand A,Subchannel A,Region A,129.46165550764465,36.065897939237864
2025-01-25,Brand A,Subchannel A,Region A,106.98918064878355,24.947943252707297
2025-02-01,Brand A,Subchannel A,Region A,199.66562216763063,46.99400841840456
2025-02-08,Brand A,Subchannel A,Region A,38.66841789448577,9.158489153835893
2025-02-15,Brand A,Subchannel A,Region A,146.70771740236924,33.85526396493813
2025-02-22,Brand A,Subchannel A,Region A,164.71958297091214,37.64019528678851
2025-03-01,Brand A,Subchannel A,Region A,185.37381261634297,43.0199747152486
2025-03-08,Brand A,Subchannel A,Region A,30.645103055510344,7.164092453410091
2025-03-15,Brand A,Subchannel A,Region A,177.79250069718586,39.1519834806523
2025-03-22,Brand A,Subchannel A,Region A,280.9872168267008,67.35928252782813
2025-03-29,Brand A,Subchannel A,Region A,81.58897654888773,18.128489545927177
2025-04-05,Brand A,Subchannel A,Region A,137.95646812719602,26.182892932509912
2025-04-12,Brand A,Subchannel A,Region A,97.27240262973031,21.14106604074367
2025-04-19,Brand A,Subchannel A,Region A,43.93269373273459,10.260432622592033
2025-04-26,Brand A,Subchannel A,Region A,210.13439504758955,49.16028109857266
2025-05-03,Brand A,Subchannel A,Region A,71.81376879704703,13.069377962882587
2025-05-10,Brand A,Subchannel A,Region A,55.48770474464404,12.758112394764197
2025-05-17,Brand A,Subchannel A,Region A,113.6058801692499,27.36267443568484
2025-05-24,Brand A,Subchannel A,Region A,43.11600426516342,10.580676561194483
2025-05-31,Brand A,Subchannel A,Region A,62.16730118069347,15.024809356996089
2025-06-07,Brand A,Subchannel A,Region A,23.623608047987037,5.5452558036205595
2025-06-14,Brand A,Subchannel A,Region A,14.450432721537064,4.0223173161745445
2025-06-21,Brand A,Subchannel A,Region A,134.50688666477237,35.45949308529659
2025-06-28,Brand A,Subchannel A,Region A,66.7919553502936,18.275580228148836
2025-07-05,Brand A,Subchannel A,Region A,15.32685325933485,4.113034086308106
2025-07-12,Brand A,Subchannel A,Region A,74.40225304954797,20.04532802699999
2025-07-19,Brand A,Subchannel A,Region A,45.801630652917254,12.134695694453798
2025-07-26,Brand A,Subchannel A,Region A,168.8510525238072,48.61518751824363
2025-08-02,Brand A,Subchannel A,Region A,29.30302643771378,7.446594605628638
2025-08-09,Brand A,Subchannel A,Region A,27.0427464869233,6.7540868479402
2025-08-16,Brand A,Subchannel A,Region A,71.10394490534033,16.886804155561542
2025-08-23,Brand A,Subchannel A,Region A,76.40950718514138,18.37428329965925
2025-08-30,Brand A,Subchannel A,Region A,97.71248695181006,24.285352134068795
2025-09-06,Brand A,Subchannel A,Region A,44.50241862672005,10.315312927073805
2025-09-13,Brand A,Subchannel A,Region A,71.20868825120205,19.676346930910217
2025-09-20,Brand A,Subchannel A,Region A,69.70182222365791,17.27257956674265
2025-09-27,Brand A,Subchannel A,Region A,55.02488997108082,12.794128675307721
2025-10-04,Brand A,Subchannel A,Region A,89.73042991859973,20.649841137299955
2025-10-11,Brand A,Subchannel A,Region A,11.488741436951733,2.8159542322303004
2025-10-18,Brand A,Subchannel A,Region A,89.09254760891695,21.814799989885156
2025-10-25,Brand A,Subchannel A,Region A,152.67959308618993,39.38432542026553
2025-11-01,Brand A,Subchannel A,Region A,104.43879472019836,25.67503318579632
2025-11-08,Brand A,Subchannel A,Region A,32.988286791834575,7.946506615151708
2025-11-15,Brand A,Subchannel A,Region A,90.78251510175137,21.686650710128507
2025-11-22,Brand A,Subchannel A,Region A,32.914101012608874,8.326183499829408
2025-11-29,Brand A,Subchannel A,Region A,129.00030752273463,30.213981714778377
2025-12-06,Brand A,Subchannel A,Region A,45.21607335039571,10.083901143156544
2025-12-13,Brand A,Subchannel A,Region A,185.93158047831847,46.43956982263983
2025-12-20,Brand A,Subchannel A,Region A,128.04377996127997,31.248676317697036
2025-12-27,Brand A,Subchannel A,Region A,103.22365736505373,24.952068371533297
2026-01-03,Brand A,Subchannel A,Region A,65.49119062808305,15.283969312748532
2026-01-10,Brand A,Subchannel A,Region A,42.21188655768974,10.43001346868559
2026-01-17,Brand A,Subchannel A,Region A,32.88818880699837,7.524140801439184
2026-01-24,Brand A,Subchannel A,Region A,72.88863533974693,18.291975509219903
2026-01-31,Brand A,Subchannel A,Region A,68.26266392393819,17.172932360546156
2026-02-07,Brand A,Subchannel A,Region A,38.346271652632595,9.403973538086417
2026-02-14,Brand A,Subchannel A,Region A,65.86280041959441,16.606890007997098
2026-02-21,Brand A,Subchannel A,Region A,50.039090799291785,12.041753281131554
2026-02-28,Brand A,Subchannel A,Region A,136.75655864730396,31.425078202665066
2026-03-07,Brand A,Subchannel A,Region A,42.62197330185987,11.180134918448998
2026-03-14,Brand A,Subchannel A,Region A,282.8557814816506,74.47389775477485
2026-03-21,Brand A,Subchannel A,Region A,103.52537674541144,26.287147196832805
2026-03-28,Brand A,Subchannel A,Region A,44.74532010028555,11.069817332815
2026-04-04,Brand A,Subchannel A,Region A,254.3706026700095,65.20766395064355
2026-04-11,Brand A,Subchannel A,Region A,4.8651884180957525,1.0037930629286813
2026-04-18,Brand A,Subchannel A,Region A,18.732322882541403,5.040417288876441
2021-01-09,Brand A,Subchannel A,Region B,418.89509320486883,77.89767395866514
2021-01-16,Brand A,Subchannel A,Region B,364.7792590236667,56.59536544612019
2021-01-23,Brand A,Subchannel A,Region B,273.61590067992677,49.35762359604184
2021-01-30,Brand A,Subchannel A,Region B,228.6794017011647,34.47002043859794
2021-02-06,Brand A,Subchannel A,Region B,465.01034936208777,80.42537831499945
2021-02-13,Brand A,Subchannel A,Region B,257.3533826209494,47.527996772862835
2021-02-20,Brand A,Subchannel A,Region B,176.59514298410238,26.822358220166922
2021-02-27,Brand A,Subchannel A,Region B,399.9759440834972,65.52386668872641
2021-03-06,Brand A,Subchannel A,Region B,308.9720552566038,53.68604767046882
2021-03-13,Brand A,Subchannel A,Region B,355.3203749036262,69.26575127781625
2021-03-20,Brand A,Subchannel A,Region B,538.0343301588908,85.21861686042355
2021-03-27,Brand A,Subchannel A,Region B,312.6833805405326,55.12767041894953
2021-04-03,Brand A,Subchannel A,Region B,251.35408339830724,37.66966459221101
2021-04-10,Brand A,Subchannel A,Region B,134.3278048154874,26.139284305351016
2021-04-17,Brand A,Subchannel A,Region B,399.4522400812051,65.32684175396834
2021-04-24,Brand A,Subchannel A,Region B,405.76036672292406,75.22555505552309
2021-05-01,Brand A,Subchannel A,Region B,357.18806457619104,50.181996919396695
2021-05-08,Brand A,Subchannel A,Region B,397.0570537554286,69.97438255059993
2021-05-15,Brand A,Subchannel A,Region B,269.40862901671005,54.68821432488677
2021-05-22,Brand A,Subchannel A,Region B,159.49434725580198,33.1361633420299
2021-05-29,Brand A,Subchannel A,Region B,45.84093167989429,9.24390821071
2021-06-05,Brand A,Subchannel A,Region B,94.41441743916128,15.02489445344605
2021-06-12,Brand A,Subchannel A,Region B,348.80104978646403,60.897673532515874
2021-06-19,Brand A,Subchannel A,Region B,394.0979969632599,62.37679721945444
2021-06-26,Brand A,Subchannel A,Region B,242.86148527962828,50.67859127070982
2021-07-03,Brand A,Subchannel A,Region B,175.76192430384197,31.944952048186213
2021-07-10,Brand A,Subchannel A,Region B,223.6427867342136,44.814472461671514
2021-07-17,Brand A,Subchannel A,Region B,431.97054360742766,82.43824231997046
2021-07-24,Brand A,Subchannel A,Region B,408.8840156560833,75.5117243262028
2021-07-31,Brand A,Subchannel A,Region B,245.26118333275747,40.218726898505054
2021-08-07,Brand A,Subchannel A,Region B,521.4199164569712,95.38946293067235
2021-08-14,Brand A,Subchannel A,Region B,326.1045603465348,57.01988526971105
2021-08-21,Brand A,Subchannel A,Region B,187.3575408619205,33.30944733833185
2021-08-28,Brand A,Subchannel A,Region B,191.09056570899628,35.617263086096266
2021-09-04,Brand A,Subchannel A,Region B,140.73027046707278,26.947526197951518
2021-09-11,Brand A,Subchannel A,Region B,173.03444194054708,39.42866676201106
2021-09-18,Brand A,Subchannel A,Region B,449.4915599667941,89.04281251109677
2021-09-25,Brand A,Subchannel A,Region B,613.2143311872499,129.74795441859587
2021-10-02,Brand A,Subchannel A,Region B,433.89822843581237,85.99952846182526
2021-10-09,Brand A,Subchannel A,Region B,276.1244592687581,55.36950516661619
2021-10-16,Brand A,Subchannel A,Region B,369.1399866884313,82.72447937099962
2021-10-23,Brand A,Subchannel A,Region B,506.04431236090267,105.24276089664116
2021-10-30,Brand A,Subchannel A,Region B,394.9718848247732,101.92473583393293
2021-11-06,Brand A,Subchannel A,Region B,374.60420395602176,92.65138329393791
2021-11-13,Brand A,Subchannel A,Region B,206.85888098994792,47.869614411351606
2021-11-20,Brand A,Subchannel A,Region B,391.1067599098516,95.17611282368844
2021-11-27,Brand A,Subchannel A,Region B,569.5719152470323,122.48451622242075
2021-12-04,Brand A,Subchannel A,Region B,953.8812965465601,164.84760642589546
2021-12-11,Brand A,Subchannel A,Region B,388.0236147067288,55.83330716382855
2021-12-18,Brand A,Subchannel A,Region B,516.5053281242992,89.5805171523042
2021-12-25,Brand A,Subchannel A,Region B,336.1177060355035,57.55489241026715
2022-01-01,Brand A,Subchannel A,Region B,121.39053799466535,18.342150754299023
2022-01-08,Brand A,Subchannel A,Region B,251.7375674962213,55.79188302060076
2022-01-15,Brand A,Subchannel A,Region B,601.6325425326067,118.68921248475205
2022-01-22,Brand A,Subchannel A,Region B,706.6553100417664,132.04524899846524
2022-01-29,Brand A,Subchannel A,Region B,479.75844154571644,120.70277997238833
2022-02-05,Brand A,Subchannel A,Region B,217.5701289884187,48.464371840791316
2022-02-12,Brand A,Subchannel A,Region B,459.642424701397,91.08887924941287
2022-02-19,Brand A,Subchannel A,Region B,261.5893282523589,68.07453892194974
2022-02-26,Brand A,Subchannel A,Region B,1169.5161554047502,229.82192687182462
2022-03-05,Brand A,Subchannel A,Region B,126.86570049645346,33.44889758906679
2022-03-12,Brand A,Subchannel A,Region B,374.9783782413608,83.0650219883633
2022-03-19,Brand A,Subchannel A,Region B,181.02995461195997,42.142614720689416
2022-03-26,Brand A,Subchannel A,Region B,88.77768546280339,24.28934787074318
2022-04-02,Brand A,Subchannel A,Region B,357.51563889058565,92.31044238949316
2022-04-09,Brand A,Subchannel A,Region B,98.32307511404892,24.628136094543013
2022-04-16,Brand A,Subchannel A,Region B,62.90105186343537,14.139701703026933
2022-04-23,Brand A,Subchannel A,Region B,117.06653413603561,20.384108071941306
2022-04-30,Brand A,Subchannel A,Region B,79.4006742399595,17.87237255946541
2022-05-07,Brand A,Subchannel A,Region B,85.3314002976547,19.756632109844762
2022-05-14,Brand A,Subchannel A,Region B,127.14022224253335,29.908953212348283
2022-05-21,Brand A,Subchannel A,Region B,413.91884884072397,124.86289894203873
2022-05-28,Brand A,Subchannel A,Region B,141.77921844065455,30.199261794383442
2022-06-04,Brand A,Subchannel A,Region B,60.80866671441986,11.12862941327789
2022-06-11,Brand A,Subchannel A,Region B,213.1890190067177,33.63898183797007
2022-06-18,Brand A,Subchannel A,Region B,137.7286545317009,24.336913607202938
2022-06-25,Brand A,Subchannel A,Region B,385.34041599737384,67.51310886492519
2022-07-02,Brand A,Subchannel A,Region B,820.9737631382886,188.80082496629691
2022-07-09,Brand A,Subchannel A,Region B,144.67149657720464,25.61008170697167
2022-07-16,Brand A,Subchannel A,Region B,448.64018619748356,80.7727055790863
2022-07-23,Brand A,Subchannel A,Region B,677.864316932213,149.53983708235805
2022-07-30,Brand A,Subchannel A,Region B,25.01437823094363,6.4911494909807335
