subchannel,region,brand,week,variable,value
Subchannel B,Region B,Brand D,2025-03-08,total_distribution,1.59090909090909
Subchannel B,Region B,Brand D,2025-03-15,total_distribution,1.59331476323119
Subchannel B,Region B,Brand D,2025-03-22,total_distribution,1.58374384236453
Subchannel B,Region B,Brand D,2025-03-29,total_distribution,1.46884272997032
Subchannel B,Region B,Brand D,2025-04-05,total_distribution,1.6021505376344
Subchannel B,Region B,Brand D,2025-04-12,total_distribution,1.54512635379061
Subchannel B,Region B,Brand D,2025-04-19,total_distribution,1.54545454545454
Subchannel B,Region B,Brand D,2025-04-26,total_distribution,1.62195121951219
Subchannel B,Region B,Brand D,2025-05-03,total_distribution,1.60137457044673
Subchannel B,Region B,Brand D,2025-05-10,total_distribution,1.59171597633136
Subchannel B,Region B,Brand D,2025-05-17,total_distribution,1.45592705167173
Subchannel B,Region B,Brand D,2025-05-24,total_distribution,1.54347826086956
Subchannel B,Region B,Brand D,2025-05-31,total_distribution,1.4894366197183
Subchannel B,Region B,Brand D,2025-06-07,total_distribution,1.53174603174603
Subchannel B,Region B,Brand D,2025-06-14,total_distribution,1.57377049180327
Subchannel B,Region B,Brand D,2025-06-21,total_distribution,1.53846153846153
Subchannel B,Region B,Brand D,2025-06-28,total_distribution,1.53943217665615
Subchannel B,Region B,Brand D,2025-07-05,total_distribution,1.5530303030303
Subchannel B,Region B,Brand D,2025-07-12,total_distribution,1.58415841584158
Subchannel B,Region B,Brand D,2025-07-19,total_distribution,1.63823529411764
Subchannel B,Region B,Brand D,2025-07-26,total_distribution,1.62591687041564
Subchannel B,Region B,Brand D,2025-08-02,total_distribution,1.51525423728813
Subchannel B,Region B,Brand D,2025-08-09,total_distribution,1.58858858858858
Subchannel B,Region B,Brand D,2025-08-16,total_distribution,1.57142857142857
Subchannel B,Region B,Brand D,2025-08-23,total_distribution,1.58823529411764
Subchannel B,Region B,Brand D,2025-08-30,total_distribution,1.57180851063829
Subchannel B,Region B,Brand D,2025-09-06,total_distribution,1.64102564102564
Subchannel B,Region B,Brand D,2025-09-13,total_distribution,1.67231638418079
Subchannel B,Region B,Brand D,2025-09-20,total_distribution,1.74133949191685
Subchannel B,Region B,Brand D,2025-09-27,total_distribution,1.66587112171837
Subchannel B,Region B,Brand D,2025-10-04,total_distribution,1.64081632653061
Subchannel B,Region B,Brand D,2025-10-11,total_distribution,1.65454545454545
Subchannel B,Region B,Brand D,2025-10-18,total_distribution,1.74266365688487
Subchannel B,Region B,Brand D,2025-10-25,total_distribution,1.69021739130434
Subchannel B,Region B,Brand D,2025-11-01,total_distribution,1.6766917293233
Subchannel B,Region B,Brand D,2025-11-08,total_distribution,1.66267942583732
Subchannel B,Region B,Brand D,2025-11-15,total_distribution,1.73218673218673
Subchannel B,Region B,Brand D,2025-11-22,total_distribution,1.74675324675324
Subchannel B,Region B,Brand D,2025-11-29,total_distribution,1.8
Subchannel B,Region B,Brand D,2025-12-06,total_distribution,1.75227272727272
Subchannel B,Region B,Brand D,2025-12-13,total_distribution,1.79856115107913
Subchannel B,Region B,Brand D,2025-12-20,total_distribution,1.80987202925045
Subchannel B,Region B,Brand D,2025-12-27,total_distribution,1.72248803827751
Subchannel B,Region B,Brand D,2026-01-03,total_distribution,1.73209549071618
Subchannel B,Region C,Brand D,2021-01-09,total_distribution,1.39013452914798
Subchannel B,Region C,Brand D,2021-01-16,total_distribution,1.49097472924187
Subchannel B,Region C,Brand D,2021-01-23,total_distribution,1.47807017543859
Subchannel B,Region C,Brand D,2021-01-30,total_distribution,1.41176470588235
Subchannel B,Region C,Brand D,2021-02-06,total_distribution,1.34123222748815
Subchannel B,Region C,Brand D,2021-02-13,total_distribution,1.35880398671096
Subchannel B,Region C,Brand D,2021-02-20,total_distribution,1.49458483754512
Subchannel B,Region C,Brand D,2021-02-27,total_distribution,1.47272727272727
Subchannel B,Region C,Brand D,2021-03-06,total_distribution,1.43636363636363
Subchannel B,Region C,Brand D,2021-03-13,total_distribution,1.46402877697841
Subchannel B,Region C,Brand D,2021-03-20,total_distribution,1.46616541353383
Subchannel B,Region C,Brand D,2021-03-27,total_distribution,1.49115044247787
Subchannel B,Region C,Brand D,2021-04-03,total_distribution,1.3860465116279
Subchannel B,Region C,Brand D,2021-04-10,total_distribution,1.39436619718309
Subchannel B,Region C,Brand D,2021-04-17,total_distribution,1.33009708737864
Subchannel B,Region C,Brand D,2021-04-24,total_distribution,1.49197860962566
Subchannel B,Region C,Brand D,2021-05-01,total_distribution,1.59411764705882
Subchannel B,Region C,Brand D,2021-05-08,total_distribution,1.5
Subchannel B,Region C,Brand D,2021-05-15,total_distribution,1.42780748663101
Subchannel B,Region C,Brand D,2021-05-22,total_distribution,1.4051282051282
Subchannel B,Region C,Brand D,2021-05-29,total_distribution,1.48672566371681
Subchannel B,Region C,Brand D,2021-06-05,total_distribution,1.47204968944099
Subchannel B,Region C,Brand D,2021-06-12,total_distribution,1.5060975609756
Subchannel B,Region C,Brand D,2021-06-19,total_distribution,1.51461988304093
Subchannel B,Region C,Brand D,2021-06-26,total_distribution,1.42465753424657
Subchannel B,Region C,Brand D,2021-07-03,total_distribution,1.35802469135802
Subchannel B,Region C,Brand D,2021-07-10,total_distribution,1.47826086956521
Subchannel B,Region C,Brand D,2021-07-17,total_distribution,1.40833333333333
Subchannel B,Region C,Brand D,2021-07-24,total_distribution,1.48878923766816
Subchannel B,Region C,Brand D,2021-07-31,total_distribution,1.408
Subchannel B,Region C,Brand D,2021-08-07,total_distribution,1.37688442211055
Subchannel B,Region C,Brand D,2021-08-14,total_distribution,1.36051502145922
Subchannel B,Region C,Brand D,2021-08-21,total_distribution,1.37614678899082
Subchannel B,Region C,Brand D,2021-08-28,total_distribution,1.41422594142259
Subchannel B,Region C,Brand D,2021-09-04,total_distribution,1.44354838709677
Subchannel B,Region C,Brand D,2021-09-11,total_distribution,1.43043478260869
Subchannel B,Region C,Brand D,2021-09-18,total_distribution,1.50508474576271
Subchannel B,Region C,Brand D,2021-09-25,total_distribution,1.4076923076923
Subchannel B,Region C,Brand D,2021-10-02,total_distribution,1.43307086614173
Subchannel B,Region C,Brand D,2021-10-09,total_distribution,1.45454545454545
Subchannel B,Region C,Brand D,2021-10-16,total_distribution,1.5546875
Subchannel B,Region C,Brand D,2021-10-23,total_distribution,1.50537634408602
Subchannel B,Region C,Brand D,2021-10-30,total_distribution,1.5251798561151
Subchannel B,Region C,Brand D,2021-11-06,total_distribution,1.44557823129251
Subchannel B,Region C,Brand D,2021-11-13,total_distribution,1.42465753424657
Subchannel B,Region C,Brand D,2021-11-20,total_distribution,1.42435424354243
Subchannel B,Region C,Brand D,2021-11-27,total_distribution,1.43686006825938
Subchannel B,Region C,Brand D,2021-12-04,total_distribution,1.38321167883211
Subchannel B,Region C,Brand D,2021-12-11,total_distribution,1.47177419354838
Subchannel B,Region C,Brand D,2021-12-18,total_distribution,1.40780141843971
Subchannel B,Region C,Brand D,2021-12-25,total_distribution,1.45726495726495
Subchannel B,Region C,Brand D,2022-01-01,total_distribution,1.28019323671497
Subchannel B,Region C,Brand D,2022-01-08,total_distribution,1.29255319148936
Subchannel B,Region C,Brand D,2022-01-15,total_distribution,1.41056910569105
Subchannel B,Region C,Brand D,2022-01-22,total_distribution,1.37959183673469
Subchannel B,Region C,Brand D,2022-01-29,total_distribution,1.35930735930735
Subchannel B,Region C,Brand D,2022-02-05,total_distribution,1.29951690821256
Subchannel B,Region C,Brand D,2022-02-12,total_distribution,1.45228215767634
Subchannel B,Region C,Brand D,2022-02-19,total_distribution,1.42528735632183
Subchannel B,Region C,Brand D,2022-02-26,total_distribution,1.49609375
Subchannel B,Region C,Brand D,2022-03-05,total_distribution,1.33
Subchannel B,Region C,Brand D,2022-03-12,total_distribution,1.39053254437869
Subchannel B,Region C,Brand D,2022-03-19,total_distribution,1.37820512820512
Subchannel B,Region C,Brand D,2022-03-26,total_distribution,1.44444444444444
Subchannel B,Region C,Brand D,2022-04-02,total_distribution,1.33668341708542
Subchannel B,Region C,Brand D,2022-04-09,total_distribution,1.36224489795918
Subchannel B,Region C,Brand D,2022-04-16,total_distribution,1.48333333333333
Subchannel B,Region C,Brand D,2022-04-23,total_distribution,1.46
Subchannel B,Region C,Brand D,2022-04-30,total_distribution,1.4047619047619
Subchannel B,Region C,Brand D,2022-05-07,total_distribution,1.35443037974683
Subchannel B,Region C,Brand D,2022-05-14,total_distribution,1.49019607843137
Subchannel B,Region C,Brand D,2022-05-21,total_distribution,1.44230769230769
Subchannel B,Region C,Brand D,2022-05-28,total_distribution,1.4757281553398
Subchannel B,Region C,Brand D,2022-06-04,total_distribution,1.32984293193717
Subchannel B,Region C,Brand D,2022-06-11,total_distribution,1.54455445544554
Subchannel B,Region C,Brand D,2022-06-18,total_distribution,1.46391752577319
Subchannel B,Region C,Brand D,2022-06-25,total_distribution,1.609375
Subchannel B,Region C,Brand D,2022-07-02,total_distribution,1.5
Subchannel B,Region C,Brand D,2022-07-09,total_distribution,1.68778280542986
Subchannel B,Region C,Brand D,2022-07-16,total_distribution,1.60816326530612
Subchannel B,Region C,Brand D,2022-07-23,total_distribution,1.72199170124481
Subchannel B,Region C,Brand D,2022-07-30,total_distribution,1.56818181818181
Subchannel B,Region C,Brand D,2022-08-06,total_distribution,1.5090909090909
Subchannel B,Region C,Brand D,2022-08-13,total_distribution,1.55
Subchannel B,Region C,Brand D,2022-08-20,total_distribution,1.52380952380952
Subchannel B,Region C,Brand D,2022-08-27,total_distribution,1.6
Subchannel B,Region C,Brand D,2022-09-03,total_distribution,1.46666666666666
Subchannel B,Region C,Brand D,2022-09-10,total_distribution,1.58024691358024
Subchannel B,Region C,Brand D,2022-09-17,total_distribution,1.47008547008547
Subchannel B,Region C,Brand D,2022-09-24,total_distribution,1.67659574468085
Subchannel B,Region C,Brand D,2022-10-01,total_distribution,1.53711790393013
Subchannel B,Region C,Brand D,2022-10-08,total_distribution,1.40094339622641
Subchannel B,Region C,Brand D,2022-10-15,total_distribution,1.49771689497716
Subchannel B,Region C,Brand D,2022-10-22,total_distribution,1.51141552511415
Subchannel B,Region C,Brand D,2022-10-29,total_distribution,1.52719665271966
Subchannel B,Region C,Brand D,2022-11-05,total_distribution,1.52888888888888
Subchannel B,Region C,Brand D,2022-11-12,total_distribution,1.50224215246636
Subchannel B,Region C,Brand D,2022-11-19,total_distribution,1.54585152838427
Subchannel B,Region C,Brand D,2022-11-26,total_distribution,1.55555555555555
Subchannel B,Region C,Brand D,2022-12-03,total_distribution,1.43037974683544
Subchannel B,Region C,Brand D,2022-12-10,total_distribution,1.50246305418719
Subchannel B,Region C,Brand D,2022-12-17,total_distribution,1.55465587044534
Subchannel B,Region C,Brand D,2022-12-24,total_distribution,1.53305785123966
Subchannel B,Region C,Brand D,2022-12-31,total_distribution,1.48458149779735
Subchannel B,Region C,Brand D,2023-01-07,total_distribution,1.39215686274509
Subchannel B,Region C,Brand D,2023-01-14,total_distribution,1.40925266903914
Subchannel B,Region C,Brand D,2023-01-21,total_distribution,1.36653386454183
Subchannel B,Region C,Brand D,2023-01-28,total_distribution,1.44230769230769
Subchannel B,Region C,Brand D,2023-02-04,total_distribution,1.31372549019607
Subchannel B,Region C,Brand D,2023-02-11,total_distribution,1.37894736842105
Subchannel B,Region C,Brand D,2023-02-18,total_distribution,1.51459854014598
Subchannel B,Region C,Brand D,2023-02-25,total_distribution,1.43255813953488
Subchannel B,Region C,Brand D,2023-03-04,total_distribution,1.48945147679324
Subchannel B,Region C,Brand D,2023-03-11,total_distribution,1.53781512605042
Subchannel B,Region C,Brand D,2023-03-18,total_distribution,1.53007518796992
Subchannel B,Region C,Brand D,2023-03-25,total_distribution,1.5910931174089
Subchannel B,Region C,Brand D,2023-04-01,total_distribution,1.51282051282051
Subchannel B,Region C,Brand D,2023-04-08,total_distribution,1.42631578947368
Subchannel B,Region C,Brand D,2023-04-15,total_distribution,1.4595744680851
Subchannel B,Region C,Brand D,2023-04-22,total_distribution,1.49765258215962
Subchannel B,Region C,Brand D,2023-04-29,total_distribution,1.49800796812749
Subchannel B,Region C,Brand D,2023-05-06,total_distribution,1.41891891891891
Subchannel B,Region C,Brand D,2023-05-13,total_distribution,1.40758293838862
Subchannel B,Region C,Brand D,2023-05-20,total_distribution,1.51131221719457
Subchannel B,Region C,Brand D,2023-05-27,total_distribution,1.45876288659793
Subchannel B,Region C,Brand D,2023-06-03,total_distribution,1.52752293577981
Subchannel B,Region C,Brand D,2023-06-10,total_distribution,1.45627376425855
Subchannel B,Region C,Brand D,2023-06-17,total_distribution,1.45023696682464
Subchannel B,Region C,Brand D,2023-06-24,total_distribution,1.3578947368421
Subchannel B,Region C,Brand D,2023-07-01,total_distribution,1.404
Subchannel B,Region C,Brand D,2023-07-08,total_distribution,1.50775193798449
Subchannel B,Region C,Brand D,2023-07-15,total_distribution,1.42194092827004
Subchannel B,Region C,Brand D,2023-07-22,total_distribution,1.50660792951541
Subchannel B,Region C,Brand D,2023-07-29,total_distribution,1.50847457627118
Subchannel B,Region C,Brand D,2023-08-05,total_distribution,1.51541850220264
Subchannel B,Region C,Brand D,2023-08-12,total_distribution,1.49382716049382
Subchannel B,Region C,Brand D,2023-08-19,total_distribution,1.46120689655172
Subchannel B,Region C,Brand D,2023-08-26,total_distribution,1.46411483253588
Subchannel B,Region C,Brand D,2023-09-02,total_distribution,1.47867298578199
Subchannel B,Region C,Brand D,2023-09-09,total_distribution,1.46009389671361
Subchannel B,Region C,Brand D,2023-09-16,total_distribution,1.57990867579908
Subchannel B,Region C,Brand D,2023-09-23,total_distribution,1.61071428571428
Subchannel B,Region C,Brand D,2023-09-30,total_distribution,1.63475177304964
Subchannel B,Region C,Brand D,2023-10-07,total_distribution,1.5063829787234
Subchannel B,Region C,Brand D,2023-10-14,total_distribution,1.56976744186046
Subchannel B,Region C,Brand D,2023-10-21,total_distribution,1.53526970954356
Subchannel B,Region C,Brand D,2023-10-28,total_distribution,1.49586776859504
Subchannel B,Region C,Brand D,2023-11-04,total_distribution,1.47945205479452
Subchannel B,Region C,Brand D,2023-11-11,total_distribution,1.49173553719008
Subchannel B,Region C,Brand D,2023-11-18,total_distribution,1.49212598425196
Subchannel B,Region C,Brand D,2023-11-25,total_distribution,1.51327433628318
Subchannel B,Region C,Brand D,2023-12-02,total_distribution,1.55038759689922
Subchannel B,Region C,Brand D,2023-12-09,total_distribution,1.54893617021276
Subchannel B,Region C,Brand D,2023-12-16,total_distribution,1.57950530035335
Subchannel B,Region C,Brand D,2023-12-23,total_distribution,1.60661764705882
Subchannel B,Region C,Brand D,2023-12-30,total_distribution,1.55555555555555
Subchannel B,Region C,Brand D,2024-01-06,total_distribution,1.46226415094339
Subchannel B,Region C,Brand D,2024-01-13,total_distribution,1.47787610619469
Subchannel B,Region C,Brand D,2024-01-20,total_distribution,1.44642857142857
Subchannel B,Region C,Brand D,2024-01-27,total_distribution,1.4439461883408
Subchannel B,Region C,Brand D,2024-02-03,total_distribution,1.40416666666666
Subchannel B,Region C,Brand D,2024-02-10,total_distribution,1.4563492063492
Subchannel B,Region C,Brand D,2024-02-17,total_distribution,1.42245989304812
Subchannel B,Region C,Brand D,2024-02-24,total_distribution,1.41284403669724
Subchannel B,Region C,Brand D,2024-03-02,total_distribution,1.43406593406593
Subchannel B,Region C,Brand D,2024-03-09,total_distribution,1.4074074074074
Subchannel B,Region C,Brand D,2024-03-16,total_distribution,1.4147465437788
Subchannel B,Region C,Brand D,2024-03-23,total_distribution,1.39893617021276
Subchannel B,Region C,Brand D,2024-03-30,total_distribution,1.3443396226415
Subchannel B,Region C,Brand D,2024-04-06,total_distribution,1.32142857142857
Subchannel B,Region C,Brand D,2024-04-13,total_distribution,1.49431818181818
Subchannel B,Region C,Brand D,2024-04-20,total_distribution,1.40880503144654
Subchannel B,Region C,Brand D,2024-04-27,total_distribution,1.40555555555555
Subchannel B,Region C,Brand D,2024-05-04,total_distribution,1.29813664596273
Subchannel B,Region C,Brand D,2024-05-11,total_distribution,1.4
Subchannel B,Region C,Brand D,2024-05-18,total_distribution,1.39772727272727
Subchannel B,Region C,Brand D,2024-05-25,total_distribution,1.40522875816993
Subchannel B,Region C,Brand D,2024-06-01,total_distribution,1.32258064516129
Subchannel B,Region C,Brand D,2024-06-08,total_distribution,1.4060606060606
Subchannel B,Region C,Brand D,2024-06-15,total_distribution,1.40579710144927
Subchannel B,Region C,Brand D,2024-06-22,total_distribution,1.36879432624113
Subchannel B,Region C,Brand D,2024-06-29,total_distribution,1.55026455026455
Subchannel B,Region C,Brand D,2024-07-06,total_distribution,1.37647058823529
Subchannel B,Region C,Brand D,2024-07-13,total_distribution,1.38805970149253
Subchannel B,Region C,Brand D,2024-07-20,total_distribution,1.5273631840796
Subchannel B,Region C,Brand D,2024-07-27,total_distribution,1.43781094527363
Subchannel B,Region C,Brand D,2024-08-03,total_distribution,1.5191256830601
Subchannel B,Region C,Brand D,2024-08-10,total_distribution,1.29441624365482
Subchannel B,Region C,Brand D,2024-08-17,total_distribution,1.39053254437869
Subchannel B,Region C,Brand D,2024-08-24,total_distribution,1.43016759776536
Subchannel B,Region C,Brand D,2024-08-31,total_distribution,1.38607594936708
Subchannel B,Region C,Brand D,2024-09-07,total_distribution,1.2906976744186
Subchannel B,Region C,Brand D,2024-09-14,total_distribution,1.31794871794871
Subchannel B,Region C,Brand D,2024-09-21,total_distribution,1.44444444444444
Subchannel B,Region C,Brand D,2024-09-28,total_distribution,1.45365853658536
Subchannel B,Region C,Brand D,2024-10-05,total_distribution,1.44210526315789
Subchannel B,Region C,Brand D,2024-10-12,total_distribution,1.40506329113924
Subchannel B,Region C,Brand D,2024-10-19,total_distribution,1.57692307692307
Subchannel B,Region C,Brand D,2024-10-26,total_distribution,1.62921348314606
Subchannel B,Region C,Brand D,2024-11-02,total_distribution,1.51764705882352
Subchannel B,Region C,Brand D,2024-11-09,total_distribution,1.38862559241706
Subchannel B,Region C,Brand D,2024-11-16,total_distribution,1.53623188405797
Subchannel B,Region C,Brand D,2024-11-23,total_distribution,1.57222222222222
Subchannel B,Region C,Brand D,2024-11-30,total_distribution,1.49253731343283
Subchannel B,Region C,Brand D,2024-12-07,total_distribution,1.53723404255319
Subchannel B,Region C,Brand D,2024-12-14,total_distribution,1.395
Subchannel B,Region C,Brand D,2024-12-21,total_distribution,1.56118143459915
Subchannel B,Region C,Brand D,2024-12-28,total_distribution,1.54444444444444
Subchannel B,Region C,Brand D,2025-01-04,total_distribution,1.3774834437086
Subchannel B,Region C,Brand D,2025-01-11,total_distribution,1.43438914027149
Subchannel B,Region C,Brand D,2025-01-18,total_distribution,1.65178571428571
Subchannel B,Region C,Brand D,2025-01-25,total_distribution,1.49009900990099
Subchannel B,Region C,Brand D,2025-02-01,total_distribution,1.49438202247191
Subchannel B,Region C,Brand D,2025-02-08,total_distribution,1.41621621621621
Subchannel B,Region C,Brand D,2025-02-15,total_distribution,1.57591623036649
Subchannel B,Region C,Brand D,2025-02-22,total_distribution,1.57065217391304
Subchannel B,Region C,Brand D,2025-03-01,total_distribution,1.45771144278606
Subchannel B,Region C,Brand D,2025-03-08,total_distribution,1.45562130177514
Subchannel B,Region C,Brand D,2025-03-15,total_distribution,1.53846153846153
Subchannel B,Region C,Brand D,2025-03-22,total_distribution,1.46666666666666
Subchannel B,Region C,Brand D,2025-03-29,total_distribution,1.52
Subchannel B,Region C,Brand D,2025-04-05,total_distribution,1.34810126582278
Subchannel B,Region C,Brand D,2025-04-12,total_distribution,1.3941605839416
Subchannel B,Region C,Brand D,2025-04-19,total_distribution,1.41420118343195
Subchannel B,Region C,Brand D,2025-04-26,total_distribution,1.51111111111111
Subchannel B,Region C,Brand D,2025-05-03,total_distribution,1.47794117647058
Subchannel B,Region C,Brand D,2025-05-10,total_distribution,1.43975903614457
Subchannel B,Region C,Brand D,2025-05-17,total_distribution,1.40645161290322
Subchannel B,Region C,Brand D,2025-05-24,total_distribution,1.48484848484848
Subchannel B,Region C,Brand D,2025-05-31,total_distribution,1.44067796610169
Subchannel B,Region C,Brand D,2025-06-07,total_distribution,1.3362831858407
Subchannel B,Region C,Brand D,2025-06-14,total_distribution,1.39869281045751
Subchannel B,Region C,Brand D,2025-06-21,total_distribution,1.5047619047619
Subchannel B,Region C,Brand D,2025-06-28,total_distribution,1.47586206896551
Subchannel B,Region C,Brand D,2025-07-05,total_distribution,1.44444444444444
Subchannel B,Region C,Brand D,2025-07-12,total_distribution,1.42953020134228
Subchannel B,Region C,Brand D,2025-07-19,total_distribution,1.49746192893401
Subchannel B,Region C,Brand D,2025-07-26,total_distribution,1.50887573964497
Subchannel B,Region C,Brand D,2025-08-02,total_distribution,1.52840909090909
Subchannel B,Region C,Brand D,2025-08-09,total_distribution,1.42038216560509
Subchannel B,Region C,Brand D,2025-08-16,total_distribution,1.43037974683544
Subchannel B,Region C,Brand D,2025-08-23,total_distribution,1.57058823529411
Subchannel B,Region C,Brand D,2025-08-30,total_distribution,1.4625
Subchannel B,Region C,Brand D,2025-09-06,total_distribution,1.41666666666666
Subchannel B,Region C,Brand D,2025-09-13,total_distribution,1.50574712643678
Subchannel B,Region C,Brand D,2025-09-20,total_distribution,1.62944162436548
Subchannel B,Region C,Brand D,2025-09-27,total_distribution,1.55924170616113
Subchannel B,Region C,Brand D,2025-10-04,total_distribution,1.61176470588235
Subchannel B,Region C,Brand D,2025-10-11,total_distribution,1.47619047619047
Subchannel B,Region C,Brand D,2025-10-18,total_distribution,1.54726368159203
Subchannel B,Region C,Brand D,2025-10-25,total_distribution,1.55487804878048
Subchannel B,Region C,Brand D,2025-11-01,total_distribution,1.37931034482758
Subchannel B,Region C,Brand D,2025-11-08,total_distribution,1.53266331658291
Subchannel B,Region C,Brand D,2025-11-15,total_distribution,1.5
Subchannel B,Region C,Brand D,2025-11-22,total_distribution,1.47368421052631
Subchannel B,Region C,Brand D,2025-11-29,total_distribution,1.63681592039801
Subchannel B,Region C,Brand D,2025-12-06,total_distribution,1.59793814432989
Subchannel B,Region C,Brand D,2025-12-13,total_distribution,1.52127659574468
Subchannel B,Region C,Brand D,2025-12-20,total_distribution,1.6743119266055
Subchannel B,Region C,Brand D,2025-12-27,total_distribution,1.71084337349397
Subchannel B,Region C,Brand D,2026-01-03,total_distribution,1.50967741935483
Subchannel B,Region D,Brand D,2021-01-09,total_distribution,1.70760410380205
Subchannel B,Region D,Brand D,2021-01-16,total_distribution,1.74353312302839
Subchannel B,Region D,Brand D,2021-01-23,total_distribution,1.58407360406091
Subchannel B,Region D,Brand D,2021-01-30,total_distribution,1.57293666026871
Subchannel B,Region D,Brand D,2021-02-06,total_distribution,1.58046817849305
Subchannel B,Region D,Brand D,2021-02-13,total_distribution,1.63860933211344
Subchannel B,Region D,Brand D,2021-02-20,total_distribution,1.52706333973128
Subchannel B,Region D,Brand D,2021-02-27,total_distribution,1.51594387755102
Subchannel B,Region D,Brand D,2021-03-06,total_distribution,1.48557046979865
Subchannel B,Region D,Brand D,2021-03-13,total_distribution,1.62346263008514
Subchannel B,Region D,Brand D,2021-03-20,total_distribution,1.57664233576642
Subchannel B,Region D,Brand D,2021-03-27,total_distribution,1.48848292295472
Subchannel B,Region D,Brand D,2021-04-03,total_distribution,1.39026588553402
Subchannel B,Region D,Brand D,2021-04-10,total_distribution,1.57223340040241
Subchannel B,Region D,Brand D,2021-04-17,total_distribution,1.47443574389682
Subchannel B,Region D,Brand D,2021-04-24,total_distribution,1.57971656333038
Subchannel B,Region D,Brand D,2021-05-01,total_distribution,1.61246882793017
Subchannel B,Region D,Brand D,2021-05-08,total_distribution,1.65523901496861
Subchannel B,Region D,Brand D,2021-05-15,total_distribution,1.59172661870503
Subchannel B,Region D,Brand D,2021-05-22,total_distribution,1.54924056834884
Subchannel B,Region D,Brand D,2021-05-29,total_distribution,1.65553869499241
Subchannel B,Region D,Brand D,2021-06-05,total_distribution,1.61994301994302
Subchannel B,Region D,Brand D,2021-06-12,total_distribution,1.55610972568578
Subchannel B,Region D,Brand D,2021-06-19,total_distribution,1.56919315403422
Subchannel B,Region D,Brand D,2021-06-26,total_distribution,1.50757575757575
Subchannel B,Region D,Brand D,2021-07-03,total_distribution,1.50798018712162
Subchannel B,Region D,Brand D,2021-07-10,total_distribution,1.6061355764473
Subchannel B,Region D,Brand D,2021-07-17,total_distribution,1.59965187119234
Subchannel B,Region D,Brand D,2021-07-24,total_distribution,1.59657905715477
Subchannel B,Region D,Brand D,2021-07-31,total_distribution,1.4620842572062
Subchannel B,Region D,Brand D,2021-08-07,total_distribution,1.58129175946547
Subchannel B,Region D,Brand D,2021-08-14,total_distribution,1.61097946287519
Subchannel B,Region D,Brand D,2021-08-21,total_distribution,1.55173876166242
Subchannel B,Region D,Brand D,2021-08-28,total_distribution,1.55581485803189
Subchannel B,Region D,Brand D,2021-09-04,total_distribution,1.62550607287449
Subchannel B,Region D,Brand D,2021-09-11,total_distribution,1.68285163776493
Subchannel B,Region D,Brand D,2021-09-18,total_distribution,1.62063789868667
Subchannel B,Region D,Brand D,2021-09-25,total_distribution,1.5921926910299
Subchannel B,Region D,Brand D,2021-10-02,total_distribution,1.58779201205727
Subchannel B,Region D,Brand D,2021-10-09,total_distribution,1.63060989643268
Subchannel B,Region D,Brand D,2021-10-16,total_distribution,1.66049382716049
Subchannel B,Region D,Brand D,2021-10-23,total_distribution,1.62367864693446
Subchannel B,Region D,Brand D,2021-10-30,total_distribution,1.65193723983349
Subchannel B,Region D,Brand D,2021-11-06,total_distribution,1.61874559548978
Subchannel B,Region D,Brand D,2021-11-13,total_distribution,1.65458776595744
Subchannel B,Region D,Brand D,2021-11-20,total_distribution,1.53597122302158
Subchannel B,Region D,Brand D,2021-11-27,total_distribution,1.65105301379811
Subchannel B,Region D,Brand D,2021-12-04,total_distribution,1.65190735694822
Subchannel B,Region D,Brand D,2021-12-11,total_distribution,1.67639639639639
Subchannel B,Region D,Brand D,2021-12-18,total_distribution,1.56426027840725
Subchannel B,Region D,Brand D,2021-12-25,total_distribution,1.60143018441851
Subchannel B,Region D,Brand D,2022-01-01,total_distribution,1.48695286195286
Subchannel B,Region D,Brand D,2022-01-08,total_distribution,1.70072992700729
Subchannel B,Region D,Brand D,2022-01-15,total_distribution,1.68096313017306
Subchannel B,Region D,Brand D,2022-01-22,total_distribution,1.59469096671949
Subchannel B,Region D,Brand D,2022-01-29,total_distribution,1.52896524170994
Subchannel B,Region D,Brand D,2022-02-05,total_distribution,1.46977160770264
Subchannel B,Region D,Brand D,2022-02-12,total_distribution,1.62786951268626
Subchannel B,Region D,Brand D,2022-02-19,total_distribution,1.54322385805964
Subchannel B,Region D,Brand D,2022-02-26,total_distribution,1.52470119521912
Subchannel B,Region D,Brand D,2022-03-05,total_distribution,1.52767329392799
Subchannel B,Region D,Brand D,2022-03-12,total_distribution,1.64621513944223
Subchannel B,Region D,Brand D,2022-03-19,total_distribution,1.54619454619454
Subchannel B,Region D,Brand D,2022-03-26,total_distribution,1.5489181561618
Subchannel B,Region D,Brand D,2022-04-02,total_distribution,1.50431253170979
Subchannel B,Region D,Brand D,2022-04-09,total_distribution,1.59581732821169
Subchannel B,Region D,Brand D,2022-04-16,total_distribution,1.53259827420901
Subchannel B,Region D,Brand D,2022-04-23,total_distribution,1.56623376623376
Subchannel B,Region D,Brand D,2022-04-30,total_distribution,1.54581673306772
Subchannel B,Region D,Brand D,2022-05-07,total_distribution,1.55883825738607
Subchannel B,Region D,Brand D,2022-05-14,total_distribution,1.59414591524683
Subchannel B,Region D,Brand D,2022-05-21,total_distribution,1.57142857142857
Subchannel B,Region D,Brand D,2022-05-28,total_distribution,1.5482940893801
Subchannel B,Region D,Brand D,2022-06-04,total_distribution,1.54121526142251
