number,value,datetime_start,datetime_complete,duration,params_candidate__cinema,params_candidate__digitaldisplayandsearch,params_candidate__digitalvideo,params_candidate__facebook,params_candidate__instagram,params_candidate__localtv,params_candidate__ooh,params_candidate__opentv,params_candidate__paytv,params_candidate__print,params_candidate__radio,params_candidate__tiktok,params_candidate__twitter,params_candidate__youtube,system_attrs_tpe:relative_params:0,state
1284,2073.0434948927937,2026-09-21 11:40:20.946530,2026-09-21 11:40:21.381865,0 days 00:00:00.435335,4,15,15,1,10,1,16,8,7,11,5,15,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 7, ""candidate__print"": 11, ""candidate__radio"": 5, ""candidate__tiktok"": 15, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1285,2083.103268801745,2026-09-21 11:40:21.402868,2026-09-21 11:40:21.799939,0 days 00:00:00.397071,4,16,15,1,12,1,17,11,7,14,3,9,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 12, ""candidate__localtv"": 1, ""candidate__ooh"": 17, ""candidate__opentv"": 11, ""candidate__paytv"": 7, ""candidate__print"": 14, ""candidate__radio"": 3, ""candidate__tiktok"": 9, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1286,1706.1461559633553,2026-09-21 11:40:22.037070,2026-09-21 11:40:22.708758,0 days 00:00:00.671688,4,14,15,0,13,0,16,8,10,12,4,15,12,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 15, ""candidate__twitter"": 12, ""candidate__youtube"": 16}",COMPLETE
1287,2089.148817597793,2026-09-21 11:40:22.731873,2026-09-21 11:40:23.117947,0 days 00:00:00.386074,5,17,15,1,15,0,15,10,13,12,8,13,13,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 15, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 10, ""candidate__paytv"": 13, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 13, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",PRUNED
1288,2064.3143339543217,2026-09-21 11:40:23.141716,2026-09-21 11:40:23.554464,0 days 00:00:00.412748,4,14,15,1,5,0,16,10,8,14,8,13,15,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 5, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 10, ""candidate__paytv"": 8, ""candidate__print"": 14, ""candidate__radio"": 8, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1289,2058.7534978255053,2026-09-21 11:40:23.575432,2026-09-21 11:40:23.916558,0 days 00:00:00.341126,4,16,15,2,13,0,16,7,12,11,7,12,15,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 7, ""candidate__paytv"": 12, ""candidate__print"": 11, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1290,2082.4414897624533,2026-09-21 11:40:23.933880,2026-09-21 11:40:24.292156,0 days 00:00:00.358276,2,16,15,1,9,1,16,11,3,13,5,13,12,16,"{""candidate__cinema"": 2, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 9, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 11, ""candidate__paytv"": 3, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 12, ""candidate__youtube"": 16}",PRUNED
1291,2083.6602936485333,2026-09-21 11:40:24.310299,2026-09-21 11:40:24.704020,0 days 00:00:00.393721,3,15,15,1,10,0,15,10,6,11,5,15,14,14,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 10, ""candidate__paytv"": 6, ""candidate__print"": 11, ""candidate__radio"": 5, ""candidate__tiktok"": 15, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
1292,2060.3496858767853,2026-09-21 11:40:24.724872,2026-09-21 11:40:25.142972,0 days 00:00:00.418100,0,15,14,2,16,0,17,8,10,12,4,13,16,15,"{""candidate__cinema"": 0, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 2, ""candidate__instagram"": 16, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 8, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1293,2080.204960672088,2026-09-21 11:40:25.161219,2026-09-21 11:40:25.538763,0 days 00:00:00.377544,5,17,16,1,13,0,15,6,12,12,4,11,12,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 6, ""candidate__paytv"": 12, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 11, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",PRUNED
1294,2060.1109243505657,2026-09-21 11:40:25.560073,2026-09-21 11:40:25.992649,0 days 00:00:00.432576,5,13,14,0,13,0,17,6,7,13,4,13,14,14,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 6, ""candidate__paytv"": 7, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
1295,1706.9277460529727,2026-09-21 11:40:26.015127,2026-09-21 11:40:26.663897,0 days 00:00:00.648770,4,17,15,0,10,0,16,12,7,17,4,7,15,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 12, ""candidate__paytv"": 7, ""candidate__print"": 17, ""candidate__radio"": 4, ""candidate__tiktok"": 7, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",COMPLETE
1296,1969.9500080288913,2026-09-21 11:40:26.692966,2026-09-21 11:40:27.241905,0 days 00:00:00.548939,4,17,15,0,14,0,17,6,10,12,4,12,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 6, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1297,2071.384585518913,2026-09-21 11:40:27.261363,2026-09-21 11:40:27.947473,0 days 00:00:00.686110,3,16,15,2,15,0,16,9,9,13,3,14,14,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 15, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 9, ""candidate__paytv"": 9, ""candidate__print"": 13, ""candidate__radio"": 3, ""candidate__tiktok"": 14, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1298,2093.4370791405618,2026-09-21 11:40:27.969469,2026-09-21 11:40:28.336700,0 days 00:00:00.367231,3,17,15,1,9,1,16,10,7,15,5,6,14,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 9, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 10, ""candidate__paytv"": 7, ""candidate__print"": 15, ""candidate__radio"": 5, ""candidate__tiktok"": 6, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1299,1709.4671373129524,2026-09-21 11:40:28.358392,2026-09-21 11:40:29.079377,0 days 00:00:00.720985,6,13,15,1,13,0,16,8,8,12,5,14,15,14,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 8, ""candidate__print"": 12, ""candidate__radio"": 5, ""candidate__tiktok"": 14, ""candidate__twitter"": 15, ""candidate__youtube"": 14}",PRUNED
1300,2062.8736368661594,2026-09-21 11:40:29.101688,2026-09-21 11:40:29.501761,0 days 00:00:00.400073,4,15,16,1,8,0,16,12,9,13,8,9,15,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 8, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 12, ""candidate__paytv"": 9, ""candidate__print"": 13, ""candidate__radio"": 8, ""candidate__tiktok"": 9, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1301,2083.4064021537947,2026-09-21 11:40:29.523841,2026-09-21 11:40:29.891391,0 days 00:00:00.367550,3,14,15,1,17,1,15,7,10,12,4,13,15,16,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 17, ""candidate__localtv"": 1, ""candidate__ooh"": 15, ""candidate__opentv"": 7, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 16}",PRUNED
1302,2060.277209546168,2026-09-21 11:40:29.909092,2026-09-21 11:40:30.273964,0 days 00:00:00.364872,3,17,15,0,11,0,17,11,6,12,4,12,12,15,"{""candidate__cinema"": 3, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 11, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 11, ""candidate__paytv"": 6, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",PRUNED
1303,2083.552535662669,2026-09-21 11:40:30.292704,2026-09-21 11:40:30.661210,0 days 00:00:00.368506,4,14,15,2,10,0,15,11,10,13,8,9,16,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 11, ""candidate__paytv"": 10, ""candidate__print"": 13, ""candidate__radio"": 8, ""candidate__tiktok"": 9, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1304,2073.9682621506363,2026-09-21 11:40:30.679040,2026-09-21 11:40:31.045882,0 days 00:00:00.366842,5,15,15,2,15,0,17,9,12,12,8,14,14,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 15, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 9, ""candidate__paytv"": 12, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 14, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1305,2064.378507746474,2026-09-21 11:40:31.067964,2026-09-21 11:40:31.527394,0 days 00:00:00.459430,4,15,16,1,12,0,16,8,10,12,9,12,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 12, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 10, ""candidate__print"": 12, ""candidate__radio"": 9, ""candidate__tiktok"": 12, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1306,1707.290979497887,2026-09-21 11:40:31.548423,2026-09-21 11:40:32.260135,0 days 00:00:00.711712,4,17,16,1,14,0,16,12,14,13,8,14,13,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 1, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 12, ""candidate__paytv"": 14, ""candidate__print"": 13, ""candidate__radio"": 8, ""candidate__tiktok"": 14, ""candidate__twitter"": 13, ""candidate__youtube"": 15}",COMPLETE
1307,1704.4836186365822,2026-09-21 11:40:32.288605,2026-09-21 11:40:32.991311,0 days 00:00:00.702706,6,13,15,2,13,0,16,5,6,14,4,13,17,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 6, ""candidate__print"": 14, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",COMPLETE
1308,2088.8623363018023,2026-09-21 11:40:33.015331,2026-09-21 11:40:33.704658,0 days 00:00:00.689327,4,15,17,0,15,1,16,8,11,12,7,12,15,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 17, ""candidate__facebook"": 0, ""candidate__instagram"": 15, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 11, ""candidate__print"": 12, ""candidate__radio"": 7, ""candidate__tiktok"": 12, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1309,2058.269371319377,2026-09-21 11:40:33.725519,2026-09-21 11:40:34.122627,0 days 00:00:00.397108,6,13,15,1,13,0,17,5,5,14,4,13,15,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 17, ""candidate__opentv"": 5, ""candidate__paytv"": 5, ""candidate__print"": 14, ""candidate__radio"": 4, ""candidate__tiktok"": 13, ""candidate__twitter"": 15, ""candidate__youtube"": 15}",PRUNED
1310,1710.0780249830502,2026-09-21 11:40:34.142431,2026-09-21 11:40:34.876199,0 days 00:00:00.733768,4,15,15,0,13,0,16,9,12,12,8,11,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 9, ""candidate__paytv"": 12, ""candidate__print"": 12, ""candidate__radio"": 8, ""candidate__tiktok"": 11, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
1311,2076.8877545199166,2026-09-21 11:40:34.896335,2026-09-21 11:40:35.291895,0 days 00:00:00.395560,6,14,14,1,13,1,16,5,6,13,5,13,16,14,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 5, ""candidate__paytv"": 6, ""candidate__print"": 13, ""candidate__radio"": 5, ""candidate__tiktok"": 13, ""candidate__twitter"": 16, ""candidate__youtube"": 14}",PRUNED
1312,2076.780787707796,2026-09-21 11:40:35.309620,2026-09-21 11:40:35.727744,0 days 00:00:00.418124,4,16,15,1,13,0,15,7,10,13,4,12,12,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 7, ""candidate__paytv"": 10, ""candidate__print"": 13, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 12, ""candidate__youtube"": 15}",PRUNED
1313,2058.5570123436582,2026-09-21 11:40:35.749036,2026-09-21 11:40:36.179145,0 days 00:00:00.430109,5,12,15,2,13,0,16,4,6,14,5,14,17,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 4, ""candidate__paytv"": 6, ""candidate__print"": 14, ""candidate__radio"": 5, ""candidate__tiktok"": 14, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",PRUNED
1314,2075.5830471101176,2026-09-21 11:40:36.198570,2026-09-21 11:40:36.609467,0 days 00:00:00.410897,6,12,15,2,14,0,15,5,6,14,4,12,17,15,"{""candidate__cinema"": 6, ""candidate__digitaldisplayandsearch"": 12, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 14, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 5, ""candidate__paytv"": 6, ""candidate__print"": 14, ""candidate__radio"": 4, ""candidate__tiktok"": 12, ""candidate__twitter"": 17, ""candidate__youtube"": 15}",PRUNED
1315,1704.4739172826694,2026-09-21 11:40:36.632386,2026-09-21 11:40:37.494673,0 days 00:00:00.862287,4,17,15,1,13,0,16,8,12,12,10,13,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 17, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 1, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 8, ""candidate__paytv"": 12, ""candidate__print"": 12, ""candidate__radio"": 10, ""candidate__tiktok"": 13, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",COMPLETE
1316,2084.47580121234,2026-09-21 11:40:37.520724,2026-09-21 11:40:37.965021,0 days 00:00:00.444297,4,16,15,2,10,0,15,11,6,15,4,7,14,14,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 2, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 15, ""candidate__opentv"": 11, ""candidate__paytv"": 6, ""candidate__print"": 15, ""candidate__radio"": 4, ""candidate__tiktok"": 7, ""candidate__twitter"": 14, ""candidate__youtube"": 14}",PRUNED
1317,2077.349917782234,2026-09-21 11:40:37.990449,2026-09-21 11:40:38.682008,0 days 00:00:00.691559,5,15,16,2,14,1,16,6,9,14,4,15,13,14,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 15, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 2, ""candidate__instagram"": 14, ""candidate__localtv"": 1, ""candidate__ooh"": 16, ""candidate__opentv"": 6, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 4, ""candidate__tiktok"": 15, ""candidate__twitter"": 13, ""candidate__youtube"": 14}",PRUNED
1318,1708.146864972268,2026-09-21 11:40:38.699779,2026-09-21 11:40:39.390876,0 days 00:00:00.691097,4,14,16,2,13,0,16,6,9,14,3,14,14,16,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 14, ""candidate__digitalvideo"": 16, ""candidate__facebook"": 2, ""candidate__instagram"": 13, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 6, ""candidate__paytv"": 9, ""candidate__print"": 14, ""candidate__radio"": 3, ""candidate__tiktok"": 14, ""candidate__twitter"": 14, ""candidate__youtube"": 16}",COMPLETE
1319,2074.0046408495114,2026-09-21 11:40:39.413597,2026-09-21 11:40:39.825231,0 days 00:00:00.411634,5,13,15,0,13,1,17,6,8,13,3,13,16,15,"{""candidate__cinema"": 5, ""candidate__digitaldisplayandsearch"": 13, ""candidate__digitalvideo"": 15, ""candidate__facebook"": 0, ""candidate__instagram"": 13, ""candidate__localtv"": 1, ""candidate__ooh"": 17, ""candidate__opentv"": 6, ""candidate__paytv"": 8, ""candidate__print"": 13, ""candidate__radio"": 3, ""candidate__tiktok"": 13, ""candidate__twitter"": 16, ""candidate__youtube"": 15}",PRUNED
1320,2064.609129764707,2026-09-21 11:40:39.845075,2026-09-21 11:40:40.259706,0 days 00:00:00.414631,4,16,14,1,10,0,16,13,8,12,4,15,14,15,"{""candidate__cinema"": 4, ""candidate__digitaldisplayandsearch"": 16, ""candidate__digitalvideo"": 14, ""candidate__facebook"": 1, ""candidate__instagram"": 10, ""candidate__localtv"": 0, ""candidate__ooh"": 16, ""candidate__opentv"": 13, ""candidate__paytv"": 8, ""candidate__print"": 12, ""candidate__radio"": 4, ""candidate__tiktok"": 15, ""candidate__twitter"": 14, ""candidate__youtube"": 15}",PRUNED
