comparacion,mejora_RMSE_pct,mejora_MAE_pct
Paso 3 vs Paso 1,2.5413890374805144,3.257038201563597
Paso 4 vs Paso 1,1.4409889856251266,1.8694933196291463
Paso 4 vs Paso 3,-1.1290947418474684,-1.4342592537381635
Paso 5 vs Paso 2,-1.658654300926724,-0.9258872100348816
Paso 5 vs Paso 0,18.720675649192017,-3.961864463100916
